gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1766603_s_at,Z3109,Z1347,hypothetical protein,0.7483411,0.5374787,0.5240026,25.25593,4.5776,3.462689
1766604_at,c0971,c0971,major tail sheath protein,1.807626,7.031959,15.94531,29.84295,33.70643,4.908045
1766605_at,1766605_at,b1935,,83.64961,125.721,227.6194,60.53791,77.50765,79.30923
1766606_s_at,1766606_s_at,,,2.109238,1.70245,11.59215,18.69437,6.166206,29.00457
1766607_s_at,yjgN,b4257,hypothetical protein,17.11349,28.99786,58.32265,78.54704,85.88934,47.70436
1766608_s_at,sbcC,Z0495,exonuclease SbcC,15.24019,4.412698,4.993344,3.059325,5.5976,7.629282
1766609_s_at,agaV,b3133,PTS system N-acetylgalactosamine-specific transporter subunit IIB,151.1642,93.67638,124.2844,59.00988,65.68622,57.16032
1766610_s_at,1766610_s_at,,,5.374979,18.16954,11.06553,36.38978,14.2248,29.70574
1766611_at,amiB,c5253,N-acetylmuramoyl-L-alanine amidase,78.2442,93.18425,77.66254,71.19244,91.10235,109.7792
1766612_at,c0339,c0339,hypothetical protein,1.952035,1.698052,0.7465671,1.762212,2.137896,1.662198
1766613_s_at,1766613_s_at,,,44.43476,68.43677,65.62147,123.1779,155.9825,78.47947
1766614_s_at,envR,b3264,DNA-binding transcriptional regulator EnvR,2.055562,4.600847,13.48344,5.821891,6.626513,35.69055
1766615_at,1766615_at,b4283,,98.42484,113.1976,150.084,1262.658,2116.925,1408.344
1766616_s_at,wecE,b3791,TDP-4-oxo-6-deoxy-D-glucose transaminase,590.1097,556.9895,477.5375,175.8371,178.0805,170.0337
1766617_s_at,yhjQ,Z4950,cell division protein,1297.228,1292.948,975.4028,679.1655,415.5285,600.0538
1766618_s_at,Z6036,Z1371,tail assembly protein of cryptic prophage CP-933P,37.15286,7.917881,31.08253,10.02407,72.30042,103.6941
1766619_s_at,yhjM,b3531,"endo-1,4-D-glucanase",92.9958,120.5799,67.15205,39.01992,64.60485,40.51173
1766620_s_at,ydhC,b1660,inner membrane transport protein YdhC,139.1558,200.4887,182.6309,141.6578,213.1783,177.4374
1766621_s_at,secF,b0409,preprotein translocase subunit SecF,2423.905,2083.545,2206.576,573.0543,696.7251,1084.635
1766622_s_at,Z0851,b0703,hypothetical protein,20.00026,18.20446,10.7455,91.10402,77.05766,82.52612
1766623_at,c4280,c4280,xylulose kinase,8.361676,22.48748,10.40392,7.709675,33.20901,49.3284
1766624_s_at,c2523,Z1214,hypothetical protein,2.83774,0.9152089,0.8675811,1.337162,1.536338,3.930344
1766625_at,c1288,c1288,hypothetical protein,2.335494,1.715256,5.617357,3.831946,3.447607,6.970277
1766626_s_at,ylbE,b0519,NO-induced DUF1116 protein,43.75747,37.75029,44.65126,42.74759,56.41009,8.168691
1766627_at,insJ,b3557,IS150 transposase A,74.72208,112.5231,103.3749,225.5663,356.14,430.078
1766628_s_at,Z3597,Z3597,minor fimbrial subunit,1.554301,3.873793,0.9627179,2.228731,2.973023,4.011231
1766629_s_at,ykgE,b0306,hypothetical protein,183.9503,151.5236,215.5657,182.7188,83.76166,148.198
1766630_s_at,Z2227,Z2227,ABC transporter ATP-binding protein,45.30578,49.59309,62.465,39.18726,48.99309,73.02143
1766631_s_at,c0526,c0526,hypothetical protein,99.02065,111.4964,100.4672,158.6472,170.8779,465.2706
1766632_s_at,yfcM,b2326,hypothetical protein,2017.098,2684.042,1969.515,257.4648,312.4051,211.4629
1766633_s_at,yifE,b3764,hypothetical protein,1550.027,1138.708,1373.405,2348.003,5320.986,4112.686
1766634_at,c3712,c3712,acyl-CoA synthetase,5.08636,10.1375,7.972238,8.208027,5.190296,66.95761
1766635_s_at,c3951,c3951,hypothetical protein,55.36767,48.85375,57.36425,98.86837,74.11661,130.1795
1766636_at,c1874,c1874,hypothetical protein,47.55379,27.5832,37.00024,44.88413,48.37748,51.23142
1766637_s_at,c0590,c0590,hypothetical protein,74.9219,54.47324,56.74741,78.4155,72.42718,109.6781
1766638_s_at,ybeA,b0636,rRNA large subunit methyltransferase,2196.431,2425.677,2189.078,2170.047,2774.027,2986.445
1766639_s_at,cstA,b0598,carbon starvation protein A,8108.169,5699.1,5452.407,1190.414,759.4352,1549.713
1766640_at,c4578,c4578,hypothetical protein,0.7026828,2.07018,17.65001,19.74779,8.104192,14.39338
1766641_s_at,1766641_s_at,,,42.10686,67.98349,77.21872,50.9506,49.41304,81.88804
1766642_s_at,c4407,c4407,hypothetical protein,14.55467,14.97018,11.90937,6.026536,5.322456,7.646982
1766643_s_at,Z4093,Z4093,hypothetical protein,12.70796,12.98852,21.66122,22.93439,28.12499,14.77161
1766644_s_at,1766644_s_at,,,44.39793,37.95759,59.82345,32.26883,18.16108,29.32728
1766645_s_at,yicI,b3656,alpha-xylosidase YicI,35.01439,32.45816,68.30289,34.06401,41.91175,57.76707
1766646_s_at,Z5221,Z5221,fimbrial protein,15.6581,13.88323,18.55858,25.34595,25.49426,1.681447
1766647_s_at,rna,b0611,ribonuclease I,794.1528,931.1537,833.798,798.6525,542.5132,482.5819
1766648_s_at,yfcI,b4338,hypothetical protein,115.4671,165.4174,185.2005,119.5795,172.8853,207.2021
1766649_s_at,Z0970,Z0970,tail component of prophage CP-933K,20.05345,16.01786,2.056501,1.640769,2.675777,16.88732
1766650_s_at,sbp,b3917,sulfate transporter subunit,1275.171,3042.474,339.1085,6917.572,6356.346,3722.896
1766651_s_at,c2351,c2351,hypothetical protein,7.438635,4.762087,14.14571,37.31007,46.06089,102.2963
1766652_s_at,c2020,b1628,electron transport complex protein RnfB,642.8534,963.1456,901.3143,791.9988,1841.172,1749.117
1766653_at,c1881,c1881,hypothetical protein,1.605582,13.6612,5.552621,19.5784,1.641848,23.35742
1766654_s_at,1766654_s_at,,,114.6181,266.1942,266.1312,274.2808,300.5305,363.8996
1766655_s_at,1766655_s_at,,,372.3531,385.5546,437.1264,261.369,249.5452,179.7348
1766656_s_at,Z0346,Z0346,LysR family transcriptional regulator,13.17935,10.92607,28.08823,1.970713,4.567132,1.500127
1766657_s_at,nuoE,b2285,NADH dehydrogenase subunit E,4579.999,3768.266,3651.801,141.7803,146.6057,190.3126
1766658_at,phrB,c0787,deoxyribodipyrimidine photolyase,11.3059,0.8726813,0.8096569,12.66007,3.473423,39.43121
1766659_at,rfbD,b2040,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",1944.659,2072.603,1554.265,1619.522,1915.429,2250.163
1766660_at,1766660_at,c5451,,98.58039,93.09506,116.4,116.2565,91.48562,147.9433
1766661_at,yiaN,b3578,"2,3-diketo-L-gulonate TRAP transporter large permease protein",14.39846,6.264721,28.0992,38.08642,23.90344,43.64521
1766662_s_at,grxC,b3610,glutaredoxin 3,4513.207,2857.26,3341.324,4263.347,3026.73,2972.245
1766663_s_at,c1620,c1620,hypothetical protein,8.454185,13.11632,10.5098,70.10532,62.35658,24.95349
1766664_s_at,sohA,b3129,regulator PrlF,633.6342,595.399,520.397,2477.43,2703.821,2258.962
1766665_s_at,hyfE,b2485,hydrogenase 4 membrane subunit,84.81488,66.76645,77.38889,71.96891,83.07442,121.9131
1766666_s_at,c5270,c5270,hypothetical protein,62.27275,47.13488,76.40805,105.1628,114.4944,181.931
1766667_s_at,Z0284,b0225,hypothetical protein,1491.567,2899.465,2802.568,1291.749,2583.294,2174.521
1766668_s_at,mdoC,b1047,glucans biosynthesis protein,43.34611,71.49243,70.26547,84.05493,89.45166,62.39046
1766669_s_at,Z4375,b3023,hypothetical protein,381.5777,503.4414,456.9084,1342.692,1061.889,796.5309
1766670_s_at,1766670_s_at,,,134.3041,79.21793,80.86189,28.83742,19.77834,58.79671
1766671_at,ECs4964,ECs4964,hypothetical protein,6.666629,3.006883,1.363655,2.048274,1.755219,5.852315
1766672_s_at,1766672_s_at,,,63.37869,123.5409,173.3648,214.4081,150.1275,177.0789
1766673_s_at,erfK,c2476,hypothetical protein,1148.868,860.2579,1017.085,268.9756,401.6521,300.3869
1766674_s_at,Z5287,b3776,hypothetical protein,140.6033,143.7546,160.1154,222.8822,232.2684,175.1357
1766675_s_at,yqcE,b2775,hypothetical protein,5.775432,17.12123,6.809732,8.579084,10.58165,30.31259
1766676_s_at,glnP,b0810,glutamine ABC transporter permease,7163.442,4840.107,10317.67,1052.747,2252.796,2535.427
1766677_s_at,mltA,Z4130,murein transglycosylase A,1.104158,0.4193408,0.6859266,0.8296386,0.9607291,0.8010767
1766678_s_at,yhgF,Z4762,hypothetical protein,3.342824,2.510563,4.000725,4.86393,14.23979,4.075434
1766679_s_at,ECs5374,Z0335,hypothetical protein,1.925054,1.651024,2.13755,4.765316,1.735638,2.251223
1766680_s_at,yihR,Z5416,aldose-1-epimerase,1.905697,1.722692,10.97122,3.87424,1.973878,5.07443
1766681_at,gsp,c3725,bifunctional glutathionylspermidine amidase/glutathionylspermidine synthetase,14.7502,6.361256,11.43766,8.550447,11.37063,14.77557
1766682_s_at,1766682_s_at,,,467.5001,531.1464,274.7276,833.8294,1136.883,1429.679
1766683_x_at,c3668,c3668,hypothetical protein,2.492084,1.490846,2.216396,1.918811,3.768467,46.06262
1766684_s_at,1766684_s_at,,,129.8352,187.0641,141.9214,813.9819,1010.571,1178.52
1766685_at,pheP,c0662,phenylalanine transporter,35.13402,7.015537,1.763482,19.89103,3.591994,12.42339
1766686_s_at,dinF,b4044,DNA-damage-inducible SOS response protein,182.6727,183.0306,196.8982,232.0812,490.7167,514.9471
1766687_s_at,hmuV,Z4919,hemin importer ATP-binding subunit,1.382514,2.632436,4.510875,18.6892,10.11285,3.748043
1766688_s_at,c2063,c2063,hypothetical protein,24.63838,39.87278,53.11504,35.55164,47.19463,69.17127
1766689_s_at,Z4614,Z4614,hypothetical protein,179.6148,232.6099,396.0563,442.9117,376.2004,202.4337
1766690_s_at,cspE,b0623,cold shock protein CspE,17364.18,17027.68,14359.91,21741.46,16879.14,19884.43
1766691_at,c4748,c4748,sugar phosphatase,1.034729,2.916122,2.131501,2.000761,19.82547,3.096948
1766692_at,yafW,b0246,CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system,8.187483,19.36407,32.14238,51.09355,55.10456,59.8911
1766693_at,argT,b2310,lysine/arginine/ornithine transporter subunit,4058.455,3481.267,3795.815,6374.484,4444.098,3732.498
1766694_at,c4528,c4528,ethanolamine utilization protein EutN,4.455503,6.135143,5.073941,5.54168,7.268186,55.16426
1766695_s_at,Z1625,Z1186,hypothetical protein,22.77927,1.522515,5.00191,22.66749,11.41662,15.86027
1766696_s_at,c1494,c1494,hypothetical protein,77.27585,55.27383,76.6521,71.1568,105.6401,144.506
1766697_at,ECs3783,ECs3783,hypothetical protein,11.96215,0.4976683,7.407661,0.8798523,14.52877,1.811994
1766698_at,c3599,c3599,hypothetical protein,15.32006,13.38861,13.3248,1.316861,3.180489,5.106134
1766699_s_at,c4688,c4688,hypothetical protein,11.32677,12.42444,4.408507,33.08449,31.58187,62.06509
1766700_s_at,yraO,b3149,DnaA initiator-associating protein DiaA,2766.16,3053.673,2935.177,2455.629,2809.64,2495.952
1766701_s_at,aer,b3072,aerotaxis receptor,897.7618,987.4055,1134.457,2790.073,2554.557,2803.832
1766702_s_at,1766702_s_at,,,270.8426,500.9446,563.9011,1998.86,3610.894,3067.109
1766703_s_at,Z3648,b2383,"PTS system enzyme IIA component, enzyme I",14.49255,1.633622,3.095322,32.47392,7.149878,27.86883
1766704_s_at,ECs5498,Z3818,hypothetical protein,34.54435,15.49035,41.31233,29.08143,11.03881,14.73547
1766705_s_at,fliQ,b1949,flagellar biosynthesis protein FliQ,2692.903,4139.124,3784.025,63.88649,79.90147,171.7914
1766706_s_at,dld,Z3382,D-lactate dehydrogenase,409.2311,354.2584,482.4641,230.616,213.6473,265.301
1766707_at,c3508,c3508,hypothetical protein,2.218464,1.263021,2.366436,4.529183,2.291391,4.914323
1766708_s_at,c2681,c2681,hypothetical protein,255.9477,127.0414,95.81632,771.7462,1119.259,418.295
1766709_at,c4494,c4494,transcriptional regulator,1.336088,0.5418382,0.8406971,12.84891,1.708358,20.92991
1766710_at,yieG,c4637,hypothetical protein,23.96906,32.37297,17.42417,56.30768,42.3199,56.50743
1766711_s_at,rhaA,Z5447,L-rhamnose isomerase,52.27237,74.54652,58.32932,49.48115,66.04527,2.866219
1766712_s_at,1766712_s_at,,,20.01443,20.83394,25.91797,42.20585,130.8412,58.28505
1766713_at,focH,c1245,F1C fimbrial adhesin,0.6421161,0.6882923,0.4775372,1.54251,0.4864115,4.322174
1766714_s_at,yehE,b2112,hypothetical protein,703.2487,690.2488,1310.656,368.8959,292.2655,244.0088
1766715_s_at,yccM,b0992,electron transport protein yccM,103.5861,91.5864,124.5038,91.36192,150.5795,158.4616
1766716_s_at,nrdG,b4237,anaerobic ribonucleotide reductase-activating protein,215.7223,84.64919,181.2794,74.24986,105.3714,107.4701
1766717_s_at,yihP,Z5413,permease,44.46751,12.64246,31.46161,29.21212,51.11623,62.84513
1766718_s_at,yccZ,b0983,function in exopolysaccharide production,36.86154,46.66835,56.50046,60.18307,16.53977,60.66961
1766719_s_at,Z0886,Z0886,"cob(I)yrinic acid a,c-diamide adenosyltransferase",10.35478,2.713569,12.99819,16.341,6.083693,22.34868
1766720_s_at,c3234,b2680,transport protein,26.87197,91.47128,58.77373,65.49655,74.02803,111.7212
1766721_at,ECs5480,ECs5480,hypothetical protein,4.23291,0.1317511,0.2456356,0.2332641,0.9135937,15.31025
1766722_s_at,metE,b3829,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,372.0839,297.6039,424.947,225.9594,268.1276,259.1604
1766723_s_at,ilvB,Z5165,acetolactate synthase catalytic subunit,271.7961,225.7958,337.4567,127.5941,74.18744,140.0146
1766724_s_at,recD,b2819,exonuclease V subunit alpha,531.2553,438.9291,485.4159,92.63915,97.20544,68.08421
1766725_s_at,ydc,b1446,hypothetical protein,1701.078,1453.866,1599.099,9234.628,7503.383,5895.176
1766726_s_at,yhjJ,b3527,hypothetical protein,703.113,1282.583,911.7556,904.9518,1395.696,1389.132
1766727_at,hisI,b2026,phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase,728.5192,736.7886,716.2799,141.6459,116.245,118.0077
1766728_x_at,Z2343,Z2146,outer membrane protein Lom encoded by prophage CP-933R,9.06354,1.412298,3.948585,5.200764,2.862917,1.744395
1766729_s_at,renD,b0542,pseudo,4.632818,2.994172,7.949291,14.35841,3.300279,43.17799
1766730_at,yagN,b0280,CP4-6 prophage; uncharacterized protein,4648.25,7743.21,10195.54,2690.552,1740.066,1419.441
1766731_s_at,yohJ,b2141,hypothetical protein,220.0824,350.7612,319.0222,299.0919,800.2587,468.7469
1766732_s_at,1766732_s_at,,,11.94825,17.89664,37.19272,43.1772,41.69894,51.29148
1766733_s_at,ygeR,Z4203,lipoprotein ygeR,459.7188,616.5388,584.542,661.0806,781.8383,885.4789
1766734_s_at,ydgB,b1606,short chain dehydrogenase,643.8848,599.1957,622.0405,304.8266,210.6682,181.7161
1766735_s_at,c3641,c3641,hypothetical protein,11.55921,2.70576,2.292224,3.048837,2.515776,1.221299
1766736_s_at,pmbA,b4235,peptidase PmbA,1647.779,1575.231,1610.51,553.8426,456.9418,401.539
1766737_at,1766737_at,,,44.3134,53.83769,62.95228,31.55851,72.11288,76.29834
1766738_s_at,livK,b3458,leucine-specific binding protein,1010.228,1355.628,829.0829,3073.807,2487.916,2176.92
1766739_s_at,ychH,b1205,hypothetical protein,11308.49,4485.324,6874.389,10181.26,11690.5,12857.21
1766740_s_at,1766740_s_at,,,7.245252,17.93839,33.59967,26.60377,59.06813,49.19262
1766741_at,betA,c0431,choline dehydrogenase,34.86322,29.59765,34.20428,22.65302,4.522783,8.105075
1766742_s_at,c1454,c1454,tail component of prophage,10.58605,11.36906,11.66878,11.20858,1.554793,16.94675
1766743_s_at,ygdK,b2811,hypothetical protein,811.8446,831.1113,883.5934,1236.382,1275.397,1393.783
1766744_at,c3029,c3029,RatA-like protein,4.057595,2.88903,1.08067,3.837147,12.12997,30.70487
1766745_s_at,ecnB,b4411,entericidin B membrane lipoprotein,7634.43,4134.185,2473.808,2639.062,3757.191,2801.89
1766746_s_at,ydhI,b1643,hypothetical protein,978.7924,1748.474,1665.454,3536.3,5137.348,4769.012
1766747_s_at,potC,b1124,spermidine/putrescine ABC transporter membrane protein,423.5002,492.1846,421.1566,86.46566,139.0084,159.1064
1766748_at,c4805,c4805,hypothetical protein,9.138062,7.814625,13.86494,1.103984,24.8742,13.58549
1766749_s_at,1766749_s_at,,,0.376377,16.60451,19.72078,5.618032,7.326527,2.629248
1766750_s_at,cheA,b1888,chemotaxis protein CheA,9111.891,7904.635,8984.921,758.7045,1453.08,2148.67
1766751_s_at,c4282,c4282,hypothetical protein,1.558095,0.5289257,0.8646855,10.47222,9.987361,9.073827
1766752_at,ydaV,b1360,Rac prophage; putative DNA replication protein,45.15812,34.88926,46.07296,35.16093,44.70149,3.073833
1766753_at,ulaA,c0334,PTS system ascorbate-specific transporter subunit IIC,3.511384,9.511163,17.08395,15.00895,23.75305,41.80954
1766754_s_at,ygbD,b2711,nitric oxide reductase,10.92546,36.16803,26.31073,48.95537,62.31832,26.0407
1766755_at,ECs4952,ECs4952,host-nuclease inhibitor protein,21.27418,0.815289,8.354887,1.080686,1.450839,16.73854
1766756_s_at,1766756_s_at,,,16.76468,29.85671,46.19398,51.03946,61.1811,30.60803
1766757_s_at,rlpB,b0641,LPS-assembly lipoprotein RlpB,1555.913,1758.54,1477.215,488.5605,659.8367,931.8341
1766758_at,c5447,c5447,hypothetical protein,10.35051,4.561128,2.026164,33.43652,25.73664,14.25578
1766759_s_at,yacH,b0117,hypothetical protein,18.35193,15.98698,38.97924,4.926664,52.05341,10.20313
1766760_at,ECs1183,ECs1183,hypothetical protein,1.616986,0.70467,0.6366314,0.4650277,2.499406,3.242032
1766761_s_at,epd,b2927,erythrose 4-phosphate dehydrogenase,1847.166,2356.552,2371.616,4142.949,3559.74,3039.235
1766762_s_at,xylE,b4031,D-xylose transporter XylE,46.97932,42.44684,45.40138,75.10849,59.63422,168.4396
1766763_at,kdpB,c0782,potassium-transporting ATPase subunit B,6.383018,4.026753,11.14544,18.49007,5.437193,11.3174
1766764_s_at,yacL,b0119,hypothetical protein,1941.369,1421.078,1224.372,6080.358,5742.898,4751.03
1766765_s_at,nikB,b3477,nickel transporter permease NikB,23.68759,23.98207,38.24158,25.1563,45.65833,46.55256
1766766_s_at,slyD,b3349,FKBP-type peptidylprolyl isomerase,5821.558,6173.112,4431.938,8255.401,9012.238,7993.746
1766767_s_at,fadD,Z2848,long-chain-fatty-acid--CoA ligase,11.7086,26.43835,12.7606,48.26304,71.17363,62.79871
1766768_s_at,thrL,b0001,thr operon leader peptide,1562.444,1706.804,708.5623,7832.695,2487.148,1570.584
1766769_s_at,1766769_s_at,,,336.7501,625.158,308.2731,2205.113,3039.241,2571.52
1766770_s_at,blc,b4149,outer membrane lipoprotein Blc,1617.294,1149.085,1130.77,88.72628,65.19622,112.0212
1766771_s_at,kil,b1352,FtsZ inhibitor protein,32.6526,25.48438,27.80823,82.88972,123.2485,105.6949
1766772_s_at,c2543,b2016,hypothetical protein,2813.27,3812.567,3352.475,3957.097,8057.286,7108.16
1766773_at,ECs2760,ECs2760,hypothetical protein,1.278077,2.270216,6.742585,1.404248,2.343007,4.359103
1766774_s_at,yhgN,b3434,dITP- and XTP- hydrolase,786.8383,478.3727,440.0686,1200.948,1181.876,1253.204
1766775_at,ECs1593,ECs1593,head-tail adaptor,37.35378,8.960343,22.48133,22.67877,38.94891,29.87108
1766776_s_at,c1158,c1158,hypothetical protein,26.56133,22.79605,19.57492,185.4766,187.0833,134.5945
1766777_s_at,ECs2182,ECs1091,transcriptional regulator,6.109955,11.76811,7.380284,2.526861,15.74977,25.01911
1766778_at,ldcC,c0224,"lysine decarboxylase, constitutive",3.112362,4.924861,6.005698,2.853028,2.110759,6.390949
1766779_at,c2454,c2454,hypothetical protein,14.89234,14.32096,2.014063,1.707991,1.224429,2.530372
1766780_s_at,mdoH,b1049,glucosyltransferase MdoH,1039.819,1406.75,1426.356,116.1504,150.0304,166.9398
1766781_s_at,Z5691,Z5691,ribose ABC transporter ATP-binding protein,2.65666,1.879357,1.42906,2.611224,1.914929,28.27577
1766782_s_at,1766782_s_at,,,29.06907,44.11924,57.27348,71.26528,89.76073,81.63756
1766783_s_at,c4786,b3838,sec-independent translocase,1913.479,2562.4,2627.535,1708.358,2324.23,1693.949
1766784_s_at,c2755,c2755,hypothetical protein,2.688167,2.711091,2.786197,1.970695,1.453816,4.378966
1766785_s_at,ECs2263,ECs1525,hypothetical protein,16.96643,18.07664,4.575919,20.55795,25.83237,28.21878
1766786_at,c4509,c4509,hypothetical protein,6.019508,1.778808,3.258587,9.759772,5.791847,44.75869
1766787_s_at,phnM,b4095,PhnM protein,7.148218,3.276442,3.173116,2.333038,4.009581,2.494469
1766788_s_at,c2520,c0287,hypothetical protein,5.159999,0.3932921,1.219961,2.473016,0.8863733,1.528743
1766789_at,c2729,c2729,hypothetical protein,4.419289,7.075823,2.734328,16.35794,10.53534,3.303035
1766790_at,hisI,c2553,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein,6.711368,11.75905,7.359411,24.53167,19.72672,35.44559
1766791_s_at,ECs1706,ECs1706,hypothetical protein,124.2542,102.1052,123.528,99.35696,118.0563,136.5318
1766792_at,Z1517,Z1517,hypothetical protein,5.825195,4.442226,0.5285036,0.5107341,4.687879,0.7110181
1766793_s_at,ppc,b3956,phosphoenolpyruvate carboxylase,3297.063,3028.767,3375.479,355.7922,165.5301,177.1935
1766794_s_at,c1541,Z1440,single-stranded DNA binding protein of prophage,9.748636,2.658087,3.834041,10.05566,3.98384,13.10807
1766795_at,c0340,c0340,hypothetical protein,8.50452,0.6546954,2.093569,2.908957,1.524116,8.129229
1766796_s_at,menF,b2265,menaquinone-specific isochorismate synthase,611.5208,653.625,700.1128,70.83877,140.9034,82.5773
1766797_s_at,1766797_s_at,,,5.637693,4.283544,3.350504,5.031378,4.928304,14.63562
1766798_s_at,1766798_s_at,,,3.657367,8.759301,1.495585,1.551464,30.35543,21.05461
1766799_s_at,fadE,Z0278,acyl-CoA dehydrogenase,1.831705,0.4850259,2.357139,5.59176,2.807788,1.970972
1766800_s_at,1766800_s_at,,,110.8972,245.0232,191.0244,184.6013,248.0402,206.2062
1766801_at,yfjJ,b2626,CP4-57 prophage; uncharacterized protein,30.97962,29.52604,40.15434,139.7331,93.77367,139.0156
1766802_s_at,c3770,Z4381,hypothetical protein,5.653949,10.58917,1.517037,18.69988,1.988638,7.115405
1766803_at,iroN,c1250,outer membrane receptor FepA,2.305001,1.00781,0.9626723,2.478475,4.153005,5.561676
1766804_s_at,glpK,b3926,glycerol kinase,11976.35,9323.517,11029.12,893.9625,579.249,626.8521
1766805_at,ascB,b2716,cryptic 6-phospho-beta-glucosidase,44.33868,46.25357,63.46529,44.2407,33.11522,43.17393
1766806_at,c3561,c3561,hypothetical protein,39.24131,50.52073,24.28379,30.49104,17.85812,102.9168
1766807_at,ECs1392,ECs1392,hypothetical protein,3.257525,0.607859,0.7502866,11.53501,2.234311,16.60711
1766808_s_at,csgA,Z1676,cryptic curlin major subunit,13.99949,5.775809,17.88609,12.44723,19.65805,32.80242
1766809_s_at,astD,Z2778,succinylglutamic semialdehyde dehydrogenase,0.783586,1.006947,0.9686074,1.197606,0.7109124,2.848147
1766810_s_at,gntT,b3415,high-affinity gluconate transporter,256.8181,291.4527,311.8127,535.712,780.8704,1141.964
1766811_s_at,sfmC,b0531,chaperone,21.35308,3.383954,9.306116,30.76142,4.175711,3.254616
1766812_at,yhjW,c4364,phosphoethanolamine transferase,1.637881,17.94197,1.777266,1.26103,2.879336,3.540525
1766813_at,acrF,c4032,acriflavin resistance protein F,3.244435,18.66426,6.624008,28.89612,4.313578,12.47798
1766814_s_at,ugpC,b3450,glycerol-3-phosphate transporter ATP-binding subunit,59.88361,50.25337,36.70214,40.96775,93.48055,107.0623
1766815_s_at,gntR,b3438,gluconate utilization system GNT-I transcriptional repressor,846.058,869.6134,1010.837,584.1104,881.6257,644.1893
1766816_at,c3410,c3410,hypothetical protein,0.6577877,0.4206428,1.052764,0.45808,1.031315,3.052604
1766817_s_at,ccmA,b2201,cytochrome c biogenesis protein CcmA,414.7193,195.0745,505.4375,496.6982,611.1508,764.5894
1766818_s_at,mhpC,b0349,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",15.96561,28.57796,30.71015,44.49798,33.41687,7.98484
1766819_x_at,ECs3489,ECs3489,hypothetical protein,6.361177,18.03336,15.71301,26.6867,2.4688,17.96806
1766820_at,ECs3006,ECs3006,C4-type zinc finger protein,15.76039,13.12603,1.253126,1.386536,16.40934,0.9471175
1766821_s_at,fhuB,b0153,iron-hydroxamate transporter permease subunit,885.5452,1226.318,1497.652,59.93403,130.8292,92.43849
1766822_at,yhcD,b3216,putative outer membrane fimbrial subunit usher protein,35.66921,37.9637,35.53675,50.96596,61.52707,46.91753
1766823_at,ECs4973,ECs4973,protease,8.090113,1.956329,1.873489,3.498039,3.322085,4.700321
1766824_at,c4513,c4513,hypothetical protein,20.99103,18.93566,6.474008,8.884562,24.28379,10.54315
1766826_s_at,ygjQ,b3086,hypothetical protein,29.52276,35.60814,47.83934,53.11374,57.1622,64.04488
1766827_at,c4977,c4977,hypothetical protein,0.5570105,3.010259,0.9725324,8.693448,16.22711,2.876875
1766828_s_at,fdrA,b0518,membrane protein FdrA,4.236529,9.310771,1.884275,4.187713,0.908511,4.208834
1766829_s_at,intH,Z0307,integrase for prophage CP-933H,2.79553,0.9214559,1.319759,3.530916,3.062886,1.913385
1766831_at,c1820,c1820,hypothetical protein,13.67024,10.56453,1.320116,11.2053,13.86121,25.00493
1766832_s_at,cutA,b4137,divalent-cation tolerance protein CutA,886.7308,936.4277,989.8427,576.9306,422.5499,307.3321
1766833_s_at,spoT,b3650,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",986.4016,1577.724,1790.246,229.0969,275.01,300.7132
1766834_s_at,aspS,b1866,aspartyl-tRNA synthetase,3578.327,2897.772,3434.928,2582.35,1445.004,1509.174
1766835_s_at,1766835_s_at,,,40.36842,5.357316,2.220221,61.54931,47.16541,151.8297
1766836_s_at,hemD,b3804,uroporphyrinogen-III synthase,1821.516,1827.591,2338.47,843.3072,848.7629,838.8757
1766837_s_at,yraQ,b3151,hypothetical protein,347.2307,531.7394,378.3779,743.6189,1216.59,1223.276
1766838_at,Z0342,Z0342,LysR family transcriptional regulator,3.113501,0.8483652,1.313121,2.989883,12.1888,21.33203
1766839_s_at,1766839_s_at,,,8.276843,8.457728,17.54247,45.55701,24.23408,16.99887
1766840_s_at,rpe,b3386,ribulose-phosphate 3-epimerase,1783.393,1571.134,1599.217,1392.615,1148.898,825.5192
1766841_s_at,phnC,b4106,phosphonate/organophosphate ester transporter subunit,28.28236,40.59969,52.41259,149.1472,225.3888,113.0197
1766842_at,yfjQ,b2633,CP4-57 prophage; uncharacterized protein,14.29441,26.40383,13.97611,81.94727,101.7328,38.66049
1766843_s_at,icdA,b1136,isocitrate dehydrogenase,15609.62,12980.52,14219.69,13477.02,11527.18,12426.76
1766844_s_at,1766844_s_at,,,18.51339,13.9564,6.505145,49.69091,51.41996,98.56529
1766845_at,pspF,c1773,phage shock protein operon transcriptional activator,13.42235,14.23456,1.615367,10.30441,9.724399,22.25809
