gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1764441_s_at,Z0339,Z0339,alpha replication protein of prophage CP-933I,1.9652,0.8911731,2.263939,1.497369,15.15288,4.258181
1764442_at,paaE,b1392,"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component",33.96421,22.17325,42.1428,49.05842,32.23447,54.68825
1764443_s_at,gatB,b2093,PTS system galactitol-specific transporter subunit IIB,10279.68,6990.129,8434.437,1864.944,1719.634,1624.325
1764444_s_at,c0446,c0446,hypothetical protein,23.51311,12.43767,16.3953,35.6776,39.49713,46.54951
1764445_s_at,Z5177,b3681,6-phospho-beta-glucosidase,29.87169,67.14346,76.16149,184.282,226.7965,257.1187
1764446_s_at,1764446_s_at,,,269.7972,262.6975,551.9098,1390.941,1415.252,1586.259
1764447_s_at,c3193,c3193,hypothetical protein,1.78387,2.343656,1.282776,4.975379,3.206234,4.510521
1764448_s_at,1764448_s_at,,,15.54065,1.596928,1.477204,1.215156,2.234845,16.38032
1764449_x_at,c0270,c1287,hypothetical protein,2.012577,8.698096,37.29026,30.45246,3.034484,85.90755
1764450_at,yddO,c5077,ABC transporter ATP-binding protein,27.5411,5.434122,17.98256,15.87586,5.665001,14.27668
1764451_s_at,ldcC,Z0198,"lysine decarboxylase 2, constitutive",8.493689,1.912856,5.626523,4.197857,1.544912,6.337508
1764452_at,fadE,c0371,acyl-CoA dehydrogenase,2.551939,1.737454,1.968676,8.661529,11.88545,54.15064
1764453_s_at,Z2259,Z2259,Rhs element protein,2.625842,1.640038,8.109148,5.322051,9.763754,4.342705
1764454_s_at,Z0979,Z0979,tail component of prophage CP-933K,75.10635,66.4776,69.28732,113.4455,71.10349,180.2177
1764455_s_at,ygcX,c3350,glucarate dehydratase,364.7303,281.7014,321.08,115.2529,161.5739,142.3226
1764456_s_at,1764456_s_at,,,39.92392,21.03795,7.22121,50.777,22.96694,21.35171
1764457_s_at,murA,b3189,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,4851.534,4106.271,3547.043,4360.551,2535.544,2831.916
1764458_s_at,queF,b2794,7-cyano-7-deazaguanine reductase,903.0848,1050.393,1025.246,1087.089,854.5519,658.4896
1764459_at,yfjS,b2636,CP4-57 prophage; uncharacterized protein,89.29188,57.09696,75.5252,102.9135,84.17991,145.6005
1764460_s_at,1764460_s_at,,,2.91149,10.6948,35.30069,40.4471,63.2778,98.94798
1764461_s_at,1764461_s_at,,,58.60292,38.56093,48.48603,46.69504,36.63195,60.44434
1764462_at,c4514,c4514,hypothetical protein,8.104683,4.434396,1.982548,3.304068,1.762949,3.560397
1764463_at,c0940,c0940,hypothetical protein,0.8326347,1.275167,0.6762196,2.04094,1.929382,1.113245
1764464_s_at,c5212,c5212,hypothetical protein,13.63472,7.985507,16.90296,9.779146,5.011591,25.12055
1764465_s_at,panF,b3258,sodium/panthothenate symporter,407.2532,409.9111,341.7612,180.6329,180.4854,151.0139
1764466_s_at,sppA,Z2799,protease 4,72.38045,115.0505,107.3238,42.07007,37.86509,16.10114
1764467_s_at,sspB,b3228,ClpXP protease specificity-enhancing factor,3823.243,3651.766,3615.84,5053.212,7170.252,8904.397
1764468_s_at,lpxC,b0096,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,13171.81,10025.73,11113.71,30335.48,27431.13,34721.12
1764469_s_at,1764469_s_at,,,3.868215,3.207827,6.208487,4.90167,1.450696,3.94316
1764470_s_at,yaiA,b0389,hypothetical protein,4983.809,4807.77,3515.161,5754.18,9118.919,9799.164
1764471_s_at,pagP,b0622,palmitoyl transferase,118.9636,194.9631,135.3259,32.96209,43.31964,66.089
1764472_s_at,ECs1167,ECs1167,hypothetical protein,2.39314,13.53432,3.202627,2.5509,3.524007,7.348043
1764473_s_at,kch,b1250,voltage-gated potassium channel,684.7789,784.733,874.7818,324.5932,351.0182,360.9891
1764474_at,c4999,c4999,hypothetical protein,79.0,116.4054,135.8655,164.2083,250.2137,291.0688
1764475_s_at,ynbE,b1382,hypothetical protein,592.0093,794.9673,777.3065,204.1065,198.5184,190.2618
1764476_at,yfcU,c2883,hypothetical protein,15.61996,1.954011,5.087535,17.99516,8.712666,16.42782
1764477_at,rep,c4698,ATP-dependent DNA helicase Rep,12.53772,4.662735,18.93733,12.19366,5.258175,16.25498
1764478_s_at,c4294,c4294,hypothetical protein,51.44395,13.38774,12.68249,193.5221,56.80548,89.70811
1764479_at,yciQ,b1268,enhancer of membrane protein expression; putative inner membrane protein,94.36665,259.9029,212.0515,219.9784,284.1528,273.5364
1764480_s_at,aroK,b3390,shikimate kinase I,2168.288,2800.129,2645.734,3781.255,4334.039,3346.769
1764481_s_at,yecT,b1877,hypothetical protein,28.99229,95.4835,74.01705,32.64447,92.77568,70.48555
1764482_s_at,yiaV,b3586,hypothetical protein,36.201,31.59502,49.8936,60.36901,77.21767,73.49314
1764483_s_at,spy,b1743,periplasmic protein,444.9056,255.4656,263.8398,8222.283,6124.506,4358.209
1764484_s_at,Z1494,Z1494,hypothetical protein,11.38208,14.63793,0.7859236,20.75152,18.70796,8.553864
1764485_at,c2432,c2432,thioesterase,18.71288,15.05571,28.50718,27.58894,11.31951,12.06555
1764486_s_at,1764486_s_at,,,59.24957,41.42228,108.5221,24.96107,22.28555,45.15033
1764487_s_at,yjgD,b4255,hypothetical protein,4069.472,3418.426,2580.736,4811.777,6489.236,4239.414
1764488_s_at,ychE,b1242,hypothetical protein,215.5986,324.5956,479.0352,708.6972,1281.262,1171.32
1764489_s_at,c1062,c1062,hypothetical protein,165.9088,191.8091,191.7238,439.9895,371.6751,350.0919
1764490_x_at,1764490_x_at,,,19.91401,26.50837,27.19374,74.06862,81.48849,124.3217
1764491_s_at,escT,Z5133,hypothetical protein,8.970459,3.447387,0.6720476,14.6717,2.271399,1.582418
1764492_at,Z2994,Z2994,hypothetical protein,1.195333,1.230953,9.17774,1.692411,0.6633914,13.85696
1764493_s_at,trmD,b2607,tRNA (guanine-N(1)-)-methyltransferase,5570.197,5152.484,4673.676,26323.38,19434.26,35460.94
1764494_at,hofB,b0107,T2SE secretion family protein; P-loop ATPase superfamily protein,1.548653,15.27818,16.85019,15.26247,8.00107,12.31874
1764496_s_at,Z0707,Z0707,hypothetical protein,2.462387,1.170059,1.852309,1.001399,2.064302,5.058745
1764497_s_at,c3055,b2529,scaffold protein,1447.347,3148.083,1912.547,10125.51,8692.08,9734.46
1764498_at,c0413,c0413,aldo/keto reductase,2.732823,1.612211,1.422009,17.23833,1.229683,35.33698
1764499_s_at,pldA,b3821,phospholipase A,831.3065,1013.16,860.8456,706.9973,1435.412,1251.553
1764500_at,sms,c5474,DNA repair protein RadA,25.01474,20.17853,33.43254,24.22692,23.74591,44.16972
1764501_s_at,ydfD,c1404,hypothetical protein,10.57853,0.5941764,13.6146,1.233758,4.215204,0.9648467
1764502_s_at,yidP,b3684,transcriptional regulator,35.55633,14.03575,37.55816,53.7541,46.55779,85.19258
1764503_s_at,c2973,c2973,ethanolamine utilization protein EutL,26.46803,0.9215351,9.349365,5.311816,0.8303607,25.51506
1764504_s_at,yahB,b0316,transcriptional regulator YahB,153.5997,277.3024,244.9818,150.7274,149.0412,171.6777
1764505_s_at,phnA,b4108,PhnA protein,1014.152,842.1187,960.7772,1548.964,1013.45,1127.948
1764506_s_at,c5421,Z5944,hypothetical protein,0.6647807,6.628004,0.6159533,2.055949,0.8576211,10.50066
1764507_at,c0036,c0036,hypothetical protein,16.67409,2.281457,6.61511,3.39386,6.648624,10.54535
1764508_s_at,Z3921,Z3921,hypothetical protein,52.37618,25.58542,38.15278,174.3401,227.9001,386.4549
1764509_s_at,fadD,b1805,long-chain-fatty-acid--CoA ligase,98.48321,262.8999,81.24844,355.8067,324.0822,625.858
1764510_at,ECs3512,ECs3512,site specific recombinase,5.822971,1.063743,1.299942,3.291755,0.3720615,15.60189
1764511_s_at,xylH,b3568,xylose transport system permease xylH,200.7481,178.5632,236.1122,237.0251,170.7219,200.2362
1764512_s_at,Z1567,Z1128,hypothetical protein,0.6381618,12.11466,0.4348528,0.7750543,0.2575354,5.527392
1764513_s_at,ygiW,b3024,hypothetical protein,713.0315,924.5114,581.8523,1647.471,1452.286,1115.965
1764514_s_at,aroE,b1692,quinate/shikimate dehydrogenase,19.1315,35.44358,41.08492,31.32513,45.92912,41.09052
1764515_at,c5035,c5035,2-oxoglutarate dehydrogenase,6.506116,17.13075,2.129162,2.872368,2.953281,20.1221
1764516_s_at,c1303,c1303,hypothetical protein,14.7189,13.12052,14.82571,22.98978,15.72956,19.14347
1764517_at,yadL,b0137,putative fimbrial-like adhesin protein,70.15983,64.20985,63.02375,101.8327,112.4955,123.5226
1764518_s_at,Z0330,Z0330,hypothetical protein,1.207539,7.024617,5.991556,1.097796,1.220748,4.788916
1764519_s_at,yadM,Z0149,fimbrial protein,15.03416,1.782115,5.596277,11.84169,17.31015,10.96306
1764520_s_at,galS,b2151,DNA-binding transcriptional regulator GalS,193.1434,207.7122,310.4984,104.3053,71.19015,81.07526
1764521_s_at,atpH,b3735,ATP synthase F0F1 subunit delta,7733.036,7367.213,7374.548,4021.225,4373.742,4068.548
1764522_s_at,yjdE,Z5717,arginine:agmatin antiporter,42.20114,18.28732,72.285,7.255291,22.42351,42.33102
1764523_s_at,Z4315,Z4315,hypothetical protein,14.99991,12.22404,11.55217,24.93786,21.73047,19.72092
1764524_s_at,Z2087,Z2087,hypothetical protein,1.337347,0.4738576,5.204991,11.88113,9.69243,2.738123
1764525_s_at,dnaG,b3066,DNA primase,1103.059,1871.251,1388.642,2861.357,4383.163,5491.081
1764526_s_at,yehQ,ECs3492,hypothetical protein,8.386726,1.517477,1.599893,1.163817,2.238492,18.94324
1764527_at,Z2560,Z2560,hypothetical protein,2.00096,4.249521,0.4795456,5.056268,0.3118095,0.6681914
1764528_at,yfcS,c2882,fimbrial chaperone yfcS,2.517438,7.013011,5.031601,3.319008,2.002525,4.397121
1764529_s_at,1764529_s_at,,,72.27402,91.30098,107.7214,144.7261,136.299,224.6211
1764530_s_at,insF1,b0299,IS3 transposase B,375.5637,396.7227,481.0791,487.1416,729.8956,662.3058
1764531_s_at,thrS,b1719,threonyl-tRNA synthetase,1439.744,1262.254,1781.765,762.6885,1040.75,1229.763
1764532_s_at,ECs5530,c4052,hypothetical protein,54.91336,49.53955,49.34288,390.8987,424.3552,331.6742
1764533_s_at,ygeG,b2851,hypothetical protein,0.9402493,4.092978,1.240528,20.26239,8.662627,1.273363
1764534_s_at,phoE,b0241,outer membrane phosphoporin protein E,39.67068,56.77824,39.04731,45.90553,131.8081,126.6895
1764535_s_at,yggU,b2953,hypothetical protein,973.8558,1195.796,1388.196,1113.806,1057.709,1091.945
1764536_at,yaiS,b0364,putative PIG-L family deacetylase,10.83147,17.69036,18.33862,27.34833,46.71282,6.437945
1764537_s_at,purM,b2499,phosphoribosylaminoimidazole synthetase,3291.431,4291.564,3993.497,1286.747,2065.008,1976.695
1764538_s_at,Z1345,Z1345,antitermination protein Q,45.7962,39.24953,35.18745,61.21646,49.98675,95.23702
1764539_at,ycaO,b0905,ribosomal protein S12 methylthiotransferase accessory factor,230.8172,242.915,161.0763,97.96952,49.67599,35.68281
1764540_s_at,c1423,c1423,hypothetical protein,33.2515,31.69833,6.777576,7.17702,4.566762,17.12496
1764541_at,Z3617,Z3617,hypothetical protein,0.8159311,1.331553,0.9966929,3.60419,1.412504,29.01337
1764542_at,c0331,c0331,ribokinase,0.7001111,6.411777,1.364093,1.086772,3.872618,6.834201
1764543_at,chuY,c4316,hypothetical protein,33.57217,32.23753,43.20093,61.36732,59.5137,53.72254
1764544_at,c4391,c4391,hypothetical protein,44.86451,48.6881,69.84721,69.88136,60.08561,11.50968
1764545_s_at,Z0344,Z0344,hypothetical protein,12.72733,0.3040002,0.7723643,3.470339,0.9055397,0.7284511
1764546_s_at,1764546_s_at,,,298.5412,363.0799,334.309,759.65,814.8896,620.9565
1764547_at,c2497,c2497,transposase,0.5947253,0.4001134,1.122168,15.6871,0.8850592,1.951346
1764548_s_at,yhjB,b3520,transcriptional regulator YhjB,65.05983,71.66172,51.29201,189.9107,250.5137,146.857
1764549_s_at,yjeM,b4156,transporter YjeM,47.05977,35.67474,48.87502,100.4349,134.5445,109.5714
1764550_s_at,wcaM,Z3207,colanic acid biosynthesis protein,0.3465951,2.120422,1.273598,9.214159,2.641566,2.393982
1764551_s_at,ureF_2,Z1147,urease accessory protein F,21.12027,4.81108,13.54465,7.489922,2.662813,24.03271
1764552_s_at,Z2089,Z2089,hypothetical protein,21.27841,1.979319,9.237144,1.293515,3.839865,1.215621
1764553_s_at,1764553_s_at,,,0.2296718,0.3590347,0.2657458,0.492591,2.257303,0.4819616
1764554_s_at,c4250,c4250,hypothetical protein,0.1007682,0.1749845,5.971664,2.949667,0.1810337,3.858116
1764555_s_at,1764555_s_at,,,28.61257,42.46856,51.00219,48.91413,40.35221,37.9423
1764556_s_at,iap,Z4061,alkaline phosphatase,3.32444,9.350785,0.5620916,21.88552,1.734487,3.730313
1764557_s_at,umuD,b1183,DNA polymerase V subunit UmuD,140.7562,155.5006,147.3322,579.68,621.8503,538.7015
1764558_s_at,Z4773,Z4773,hypothetical protein,164.7826,172.8483,116.4087,82.34106,92.17118,81.14169
1764559_s_at,yabO,b0058,23S rRNA/tRNA pseudouridine synthase A,172.2757,151.6438,218.7177,146.0695,137.8644,164.7888
1764560_s_at,1764560_s_at,,,13.67152,5.85078,26.88716,36.32715,35.26231,34.14019
1764561_at,menD,c2808,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,37.42745,3.111788,1.99456,1.692842,2.518016,54.93623
1764562_s_at,mhpT,b0353,3-hydroxyphenylpropionic transporter MhpT,120.9165,115.3434,149.069,141.2652,99.46826,141.7512
1764563_s_at,c4663,c4663,hypothetical protein,172.5824,156.3918,155.6946,121.8925,131.9578,268.7607
1764564_s_at,ydiN,b1691,transport protein YdiN,39.93221,17.13139,23.7961,32.01484,30.90242,92.92107
1764565_at,c2439,c2439,hypothetical protein,12.23981,13.9942,12.29519,26.51474,14.18222,26.21917
1764566_at,c0957,c0957,Fels-2 prophage: prophage lysozyme,1.949673,2.325752,3.691258,2.034193,2.646346,4.723833
1764567_s_at,katE,b1732,hydroperoxidase II,1009.577,652.5716,858.8086,45.82137,66.95661,44.48722
1764568_s_at,caiB,c0047,crotonobetainyl-CoA:carnitine CoA-transferase,38.90089,20.12972,26.64884,4.029576,13.09222,4.56769
1764569_at,gltS,c4478,Sodium/glutamate symport carrier protein,136.1628,175.3722,226.7816,139.473,125.9853,306.0956
1764570_s_at,Z2199,b1506,hypothetical protein,29.35687,23.23568,63.3356,54.84403,26.07148,48.84719
1764571_s_at,htrB,b1054,lipid A biosynthesis lauroyl acyltransferase,712.9807,796.3975,814.9719,2417.51,2415.57,2644.769
1764572_s_at,c3749,b3016,hypothetical protein,294.5458,548.442,276.3155,299.6729,468.6547,576.7797
1764573_s_at,yeiE,b2157,DNA-binding transcriptional regulator,920.6802,573.2546,841.928,220.665,252.299,250.8484
1764574_at,yciR,c1756,RNase II stability modulator,2.033725,2.930074,10.35762,35.71302,20.4057,4.811774
1764575_s_at,c4059,c4059,hypothetical protein,168.4332,158.9313,141.3529,218.3527,232.4472,313.9288
1764576_at,ECs5421,ECs5421,hypothetical protein,1.249781,0.2299849,1.371302,3.473784,2.477754,2.102088
1764577_at,coxT,c0935,regulator for prophage,3.048675,1.684404,2.304841,1.251531,3.255356,5.171185
1764578_s_at,1764578_s_at,,,1.589758,5.229408,1.806911,2.035378,17.12984,11.78274
1764579_s_at,wzxE,b3792,WzxE protein,956.6785,1377.255,1154.838,377.6183,410.1396,553.3371
1764580_s_at,1764580_s_at,,,14.49067,26.21023,19.02602,55.8063,31.48456,41.36816
1764581_s_at,aroP,Z0122,aromatic amino acid transporter,43.40337,74.01993,68.1748,119.6318,165.4217,202.1653
1764582_s_at,fabI,b1288,enoyl-ACP reductase,10196.97,9090.604,9578.221,5060.369,5280.072,5252.188
1764583_s_at,Z1875,Z1875,holin protein of prophage CP-933X,13.18474,7.799504,20.70424,11.40368,12.03358,19.69059
1764584_s_at,1764584_s_at,,,59.46329,80.80026,78.89485,128.2482,103.933,131.3781
1764585_at,ychS,b1228,predicted protein,18.16429,7.865602,15.78838,28.73811,41.28419,68.82742
1764586_s_at,pyrB,b4245,aspartate carbamoyltransferase,4811.178,4125.957,4811.52,158.295,634.377,348.5807
1764587_s_at,ECs1821,ECs1821,hypothetical protein,5.349908,2.46439,0.662956,8.227288,5.993323,16.29622
1764588_s_at,1764588_s_at,,,209.8945,313.0047,254.9986,541.3224,518.6978,520.8813
1764589_s_at,yigI,b3820,hypothetical protein,64.15438,68.72881,95.26116,2193.713,2402.348,2183.954
1764590_at,1764590_at,,,1.974401,1.326907,0.5646948,2.332299,12.66485,8.107699
1764591_s_at,yccF,b0961,hypothetical protein,773.2035,841.7397,578.5142,1524.051,1768.502,1638.692
1764592_s_at,gdhA,b1761,glutamate dehydrogenase,9232.282,8339.51,9713.395,702.0886,632.7186,448.6479
1764593_s_at,rnhA,b0214,ribonuclease H,1111.993,923.8827,831.6732,826.2608,657.9189,608.8634
1764594_s_at,ybiP,b0815,hypothetical protein,47.87488,106.8917,95.58178,263.8341,556.2888,308.6682
1764595_s_at,rffH,b3789,glucose-1-phosphate thymidylyltransferase,600.3086,706.8088,636.2625,148.5298,106.503,96.79317
1764596_s_at,intR,Z2415,integrase for prophage CP-933R,1.622828,0.9675288,0.956575,1.418522,1.028968,3.746608
1764597_at,c5161,c5161,hypothetical protein,2.674855,10.11664,37.11171,18.18095,33.41582,1.238029
1764598_at,c4761,c4761,hypothetical protein,2.641444,7.287947,0.5004346,6.989733,9.097667,14.51753
1764599_s_at,udp,b3831,uridine phosphorylase,3364.834,2461.759,2954.483,944.0322,868.7795,815.0178
1764600_s_at,c2535,c2535,hypothetical protein,36.38686,36.87864,48.63923,47.04948,66.52996,88.97028
1764601_at,c3270,c3270,hypothetical protein,3.438858,8.410486,16.84125,7.586786,19.37521,13.0158
1764602_at,lnt,c0742,apolipoprotein N-acyltransferase,17.053,18.08494,21.8545,2.177627,2.622709,46.39623
1764603_s_at,Z2269,ECs2054,DNA-binding transcriptional regulator,181.5406,201.3927,243.1706,138.368,130.5945,383.5521
1764604_at,yfcB,c2876,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,94.30631,118.5618,90.33372,145.3253,208.0391,159.7649
1764605_s_at,ECs5445,ECs5445,hypothetical protein,1.515557,1.330727,1.712824,3.40784,2.672888,5.316988
1764606_s_at,c1207,c1207,hypothetical protein,19.72486,0.7801441,1.490575,1.528655,1.863728,3.087787
1764607_s_at,glpQ,b2239,glycerophosphodiester phosphodiesterase,16520.19,11161.02,11899.11,1872.429,1924.37,2582.12
1764608_s_at,Z1466,Z1466,hypothetical protein,1.356124,1.476058,8.243793,3.203785,20.43079,3.068833
1764609_at,c2450,c2450,hypothetical protein,0.7529275,8.738973,1.231935,1.025893,11.63958,10.68454
1764610_s_at,Z0638,Z0638,hypothetical protein,2.507315,1.905366,5.141009,5.261293,9.009644,5.302851
1764611_at,yddK,b1471,pseudo,1.197117,0.09879613,0.2990237,0.4764361,14.18149,0.4297229
1764612_at,panF,c4023,sodium/panthothenate symporter,5.903807,5.992793,19.42586,47.75001,25.91912,66.26167
1764613_s_at,glpC,Z3501,sn-glycerol-3-phosphate dehydrogenase subunit C,0.4369435,8.113791,4.792779,1.602792,0.8596861,10.26488
1764614_at,c2459,c2459,peptide synthetase,5.112669,1.305765,2.519014,10.13023,9.753452,27.8422
1764615_s_at,1764615_s_at,,,5476.765,5568.455,5034.97,5512.881,5195.598,4583.928
1764616_s_at,1764616_s_at,,,2.339664,2.398544,1.804805,1.94539,4.890624,5.577774
1764617_s_at,cadA,b4131,"lysine decarboxylase, inducible",11.71836,11.73423,0.9044567,33.80806,26.5389,15.03226
1764618_s_at,yegT,b2098,nucleoside transporter yegT,151.8471,97.90069,118.886,108.7476,123.4093,115.9352
1764619_s_at,1764619_s_at,,,317.6898,671.9796,564.2561,228.2444,367.6559,273.9165
1764620_s_at,1764620_s_at,,,63.89177,28.84165,55.78056,31.94871,40.06424,110.2356
1764621_at,bdcR,ECs5228,transcriptional repressor for divergent bdcA,270.0519,304.4735,399.2137,378.0149,119.5589,213.5297
1764622_s_at,malM,b4037,maltose regulon periplasmic protein,1002.431,173.108,547.8743,59.63445,33.69303,94.57534
1764623_s_at,nlpA,Z5147,cytoplasmic membrane lipoprotein-28,25.7999,13.05453,27.58031,15.80835,3.105584,3.425766
1764624_s_at,1764624_s_at,,,61.73725,70.7551,69.88475,202.9193,286.6828,341.6603
1764625_s_at,ygdH,b2795,hypothetical protein,3611.468,3486.471,3505.723,147.5831,150.9876,128.1156
1764626_s_at,1764626_s_at,,,3.417288,7.57125,16.61978,1.433939,17.84323,11.84046
1764627_at,c0009,c0009,hypothetical protein,1.037208,0.3066954,1.355013,0.5700619,0.4927639,0.711176
1764628_at,Z2983,Z2983,tail fiber assembly protein of prophage CP-933T,2.048307,3.355623,4.403188,15.85067,13.76672,2.410545
1764629_s_at,1764629_s_at,,,10.65275,13.49458,12.98762,26.48918,18.75559,22.08511
1764630_s_at,yjcB,b4060,hypothetical protein,59.71458,147.4543,163.3305,376.0364,1469.355,1282.404
1764631_s_at,wecC,b3787,UDP-N-acetyl-D-mannosamine dehydrogenase,1230.505,1232.37,1072.772,263.1901,244.1725,301.022
1764632_s_at,btuD,b1709,vitamin B12-transporter ATPase,243.7872,309.2563,391.2566,35.62858,44.91772,47.11049
1764633_at,yfiQ,c3109,hypothetical protein,33.30589,17.42824,26.464,2.448872,6.536251,29.91362
1764634_at,ECs2281,ECs2281,hypothetical protein,11.0293,1.503066,3.019406,25.91849,1.074207,24.65425
1764635_s_at,Z4127,b2810,cysteine sulfinate desulfinase,286.7269,392.6789,384.1053,415.2733,497.6234,524.3218
1764636_s_at,1764636_s_at,,,16.17187,12.06106,19.213,35.42326,50.289,35.00788
