gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b1816,3131,3569,3680,2435,2643,2033,1214,1696,1564
b1817,1557,2123,2701,3109,2459,2748,2886,3574,2598
b1818,1018,1500,1704,2194,1847,2290,1614,1896,1471
b1819,1585,2349,2510,3346,2901,3465,2532,2834,2003
b1820,33,57,39,63,57,57,30,23,45
b1821,31,36,33,23,27,17,222,270,284
b1822,382,524,438,175,223,202,719,1067,1012
b1823,3226,4200,3484,3864,5238,3345,545,683,568
b1824,1596,2648,1457,1421,2375,1638,51,57,57
b1825,363,440,566,123,206,120,685,692,683
b1826,14,12,24,21,18,20,75,56,54
b1827,607,772,1019,1244,1396,1258,840,945,883
b1828,128,147,132,66,87,46,151,168,184
b1829,3021,4236,4305,2223,3743,2934,6680,6475,8221
b1830,2947,3598,2953,2583,3109,2289,3038,3608,3719
b1831,2444,2995,2602,1561,1725,1409,2502,2793,3241
b1832,488,599,613,396,565,379,415,493,488
b1833,352,467,558,406,584,399,477,606,562
b1834,629,847,606,864,1180,729,751,954,989
b1835,37,42,57,24,29,20,42,40,47
b1836,607,1013,722,1840,2668,2139,39,61,61
b1837,173,173,182,339,400,338,180,176,198
b1838,150,254,235,116,198,148,116,115,138
b1839,303,268,243,115,145,114,543,633,570
b1840,418,434,414,276,394,233,2244,2738,2538
b1841,372,536,395,334,417,314,764,970,942
b1842,59,69,60,36,32,18,10,12,14
b1843,270,391,261,102,122,109,259,339,322
b1844,261,357,333,236,222,196,260,337,331
b1845,481,755,559,729,844,779,420,641,530
b1846,1432,2089,1974,225,323,211,2637,3010,2761
b1847,2058,2777,1579,1197,1761,1370,3198,4035,3853
b1848,2084,2730,2084,632,804,779,2766,3574,2940
b1849,457,574,396,244,314,271,136,182,210
b1850,726,854,780,700,764,776,2683,2827,3894
b1851,284,332,359,266,255,259,428,449,581
b1852,1100,1587,1971,1109,1167,1142,350,374,366
b1853,354,401,791,782,649,680,249,285,194
b1854,2688,3410,3109,3791,3655,3565,1022,1184,1055
b1855,666,859,751,541,523,457,887,1014,1071
b1856,2002,2638,2987,1511,1734,1322,2065,2467,2461
b1857,2771,3593,4958,2171,2436,1662,436,552,711
b1858,1455,2192,3728,1018,1196,1035,521,607,619
b1859,938,1071,2115,643,674,572,908,929,1187
b1860,1165,1486,1364,559,515,499,2212,2586,2681
b1861,821,1010,958,493,436,339,1008,1093,1222
b1862,5,8,14,5,12,10,92,127,101
b1863,231,344,356,335,312,273,518,573,566
b1864,717,1170,1170,1112,1062,1066,516,561,557
b1865,436,548,640,611,552,553,278,347,338
b1866,3066,3899,3992,3669,3399,3231,2645,2862,2958
b1867,153,145,185,121,124,96,176,177,204
b1868,67,76,75,32,43,47,41,54,61
b1869,324,439,390,390,379,375,356,452,369
b1870,127,193,171,104,155,126,75,140,137
b1871,345,488,412,387,408,302,389,498,489
b1872,69,95,74,65,69,68,1813,2244,1734
b1873,14,9,10,7,15,11,684,963,738
b1874,1161,1512,2224,1301,2190,1491,2470,2586,2780
b1875,196,242,214,184,237,149,146,152,165
b1876,1447,1850,1621,1002,1078,840,1040,1232,1353
b1877,11,8,9,2,1,3,34,53,39
b1878,12,7,8,6,2,5,38,55,43
b1879,51,69,81,82,99,74,338,402,390
b1880,3,9,10,7,8,8,91,102,104
b1881,16,19,25,25,34,25,99,116,97
b1882,8,6,6,4,13,7,10,24,14
b1883,5,4,8,2,11,8,45,85,67
b1884,6,16,23,14,10,9,69,84,110
b1885,6,19,20,12,10,16,106,130,117
b1886,7,15,20,8,15,3,130,159,108
b1887,21,21,34,23,24,18,42,68,59
b1888,22,17,17,27,18,17,135,200,194
b1889,2,6,2,4,11,0,85,120,130
b1890,11,7,4,10,8,5,117,157,150
b1891,58,76,46,53,41,44,111,183,148
b1892,56,67,41,33,32,25,72,106,85
b1893,0,0,0,0,0,0,0,0,0
b1894,0,0,0,0,0,0,0,0,0
b1895,166,209,268,265,249,270,27,61,35
b1896,887,1511,705,1911,3304,2454,175,260,188
b1897,709,1172,659,1435,2445,1685,92,120,130
b1900,24,44,40,154,178,169,149,177,170
b1901,119,156,100,369,485,480,89,116,106
b1902,498,585,805,389,304,386,326,380,375
b1904,6,6,10,2,3,4,64,92,99
b1905,782,997,976,137,168,126,267,346,296
b1906,29,46,39,80,83,81,50,41,58
b1907,78,119,113,87,128,85,849,1059,1095
b1908,1493,1994,2778,1531,1411,1485,1356,1595,1745
b1909,3,4,5,2,0,0,2,4,3
b1910,0,0,0,0,0,0,0,0,0
b1911,37,40,37,46,47,37,10,20,18
b1912,875,1026,1136,1364,1356,1363,266,341,327
b1913,914,1156,1046,1117,1242,1055,371,477,425
b1914,670,777,1004,309,323,212,501,604,590
b1915,147,150,148,42,27,24,142,135,130
b1916,68,85,157,78,136,113,507,658,629
b1917,289,345,277,329,437,352,233,280,305
b1918,201,239,176,263,323,242,154,194,174
b1919,496,593,560,697,724,706,375,445,462
b1920,807,897,817,1210,997,1113,544,615,581
b1921,18,7,10,6,3,13,18,18,18
b1922,2,10,4,0,0,4,32,47,60
b1923,269,384,521,365,511,402,1542,1718,1748
b1924,28,27,30,5,19,2,67,111,106
b1925,3,9,3,1,3,2,8,10,19
b1926,3,0,6,1,3,1,10,10,4
b1927,1510,2245,1080,2355,2984,2615,445,554,527
b1928,762,963,908,575,590,594,679,748,959
b1929,173,207,211,376,347,320,222,303,292
b1930,9,15,6,12,26,15,19,30,13
b1931,32,64,39,68,93,51,40,45,40
b1932,27,31,24,15,20,11,13,24,25
b1936,6,2,2,0,3,1,15,19,11
b1937,5,6,2,3,2,3,18,18,20
b1938,3,11,6,5,8,5,41,90,56
b1939,19,26,47,13,23,13,73,84,94
b1940,8,17,8,4,4,5,50,63,53
b1941,8,13,18,10,11,12,73,106,87
b1942,1,0,1,0,3,1,1,1,5
b1943,3,5,3,5,7,7,19,17,14
b1944,2,3,1,2,2,2,8,9,8
b1945,10,6,7,8,14,11,24,41,37
b1946,0,3,0,3,1,2,10,20,14
b1947,0,1,2,0,0,1,8,4,9
b1948,4,4,3,0,2,4,15,19,21
b1949,0,0,0,0,0,0,5,3,3
b1950,3,4,6,2,2,3,23,18,27
b1951,35,49,82,7,3,5,263,442,422
b1952,100,117,96,79,96,90,81,104,81
b1953,953,1731,1208,2383,4263,3411,413,597,485
b1954,9,18,22,10,13,13,28,36,30
b1955,1246,2122,1469,2229,3508,2751,414,539,537
b1956,513,662,569,651,822,647,509,605,618
b1957,83,97,93,160,234,136,68,89,79
b1958,351,487,495,422,570,371,330,387,390
b1959,344,336,298,102,90,62,133,171,178
b1960,101,124,125,58,84,36,210,254,238
b1961,849,969,972,560,558,438,508,594,608
b1962,309,393,379,215,240,171,555,727,709
b1963,36,44,46,32,51,37,158,205,193
b1967,1198,1799,1562,4545,7269,7072,347,431,450
b1968,52,72,105,39,50,39,271,359,307
b1969,66,99,156,43,59,37,291,329,320
b1970,8,13,14,7,21,14,16,18,17
b1971,330,441,635,349,508,384,598,615,616
b1972,42,79,98,53,93,63,255,304,313
b1973,123,177,310,80,122,70,34,22,36
b1974,24,54,20,38,55,37,40,35,38
b1975,95,97,85,91,84,115,35,55,60
b1976,2192,2612,2683,2899,1918,2243,585,704,572
b1977,50,47,54,41,41,45,20,20,19
b1978,452,494,573,358,408,327,771,1031,963
b1981,275,337,374,211,239,196,375,552,558
b1982,1044,1302,1141,656,752,768,128,122,137
b1983,259,289,277,200,136,113,85,90,100
b1984,4,2,11,4,1,2,2,15,9
b1985,77,107,141,133,176,146,653,853,721
b1986,30,28,34,9,8,8,75,118,122
b1987,25,28,48,65,46,47,103,122,110
b1988,37,81,81,46,60,32,124,135,167
b1989,4,4,10,0,1,2,18,19,17
b1990,683,1023,987,1342,1947,1630,640,705,720
b1991,134,168,120,182,181,128,1447,1630,1596
b1992,43,48,72,47,82,49,648,774,643
b1993,103,119,137,97,81,63,651,690,723
b1994,0,0,0,0,0,0,1,3,3
b1996,4,10,8,6,18,6,12,8,9
b1997,0,0,0,0,0,0,0,0,0
b1999,34,59,81,58,66,59,212,261,283
b2000,326,349,137,655,694,752,513,520,683
b2001,22,26,39,35,43,24,87,117,128
b2002,8,5,3,7,3,5,26,36,50
b2003,1,2,0,0,1,0,2,3,6
b2004,2,2,1,0,1,3,7,10,17
b2005,0,0,1,1,1,0,4,7,9
b2006,25,21,39,15,26,27,29,60,77
b2007,1489,2213,2721,1181,1380,1416,636,801,666
b2008,794,1094,1071,510,712,501,564,787,597
b2009,1645,2394,2027,1563,2011,1751,652,912,604
b2010,139,167,193,63,93,73,214,287,267
b2011,655,857,909,1022,1106,994,389,422,429
b2012,10,18,58,459,550,464,37,47,49
b2013,24,31,298,1018,673,807,86,85,118
b2014,401,627,337,193,185,128,1181,1187,1374
b2015,368,559,642,596,766,750,2059,2097,1781
b2016,1384,1850,1833,2305,2587,2511,4687,5035,4547
b2017,38,48,60,93,143,125,661,687,540
b2018,0,1,0,0,0,0,0,2,2
b2019,163,197,238,388,481,450,567,632,527
b2020,204,257,216,574,532,610,541,690,479
b2021,173,243,173,436,414,490,186,268,202
b2022,146,253,183,428,424,390,264,283,234
b2023,55,113,80,211,218,223,105,121,144
b2024,107,126,93,253,261,249,105,122,114
b2025,103,162,125,234,269,258,53,86,44
b2026,130,207,160,308,355,318,125,133,97
b2027,5399,6475,7309,1997,2277,1608,3596,3980,4164
b2028,83,172,193,119,125,84,160,162,164
b2029,2540,4188,4409,3224,3161,3408,2101,2482,2623
b2030,0,0,0,0,0,0,0,0,0
b2032,480,941,679,658,688,736,129,143,150
b2033,192,345,270,303,287,301,69,103,114
b2034,448,780,567,534,692,684,156,163,212
b2035,420,723,473,532,638,648,83,93,112
b2036,631,1088,639,818,921,895,142,166,183
b2037,424,746,441,567,621,585,293,366,455
b2038,160,240,100,185,254,203,117,113,130
b2039,402,590,312,420,473,406,234,245,229
b2040,418,592,416,377,475,371,408,491,554
b2041,858,1015,1003,636,661,530,585,719,742
b2042,3697,4295,4165,1829,1631,1419,884,1040,1193
b2043,45,44,33,20,12,24,53,65,70
b2044,38,53,86,50,38,36,194,243,264
b2045,17,15,16,26,27,20,56,80,98
b2046,12,11,12,10,15,13,87,142,110
b2047,11,5,11,12,27,15,95,129,143
b2048,12,17,7,18,26,27,93,134,118
b2049,29,16,21,20,17,13,78,155,159
b2050,9,8,14,5,7,5,108,162,136
b2051,2,3,1,0,5,4,33,45,45
b2052,4,10,11,8,12,4,119,149,129
b2053,9,17,6,4,7,5,142,188,192
b2054,2,4,1,0,0,1,25,47,45
b2055,1,7,6,3,4,1,59,87,80
b2056,7,8,4,5,5,4,38,35,41
b2057,6,10,13,8,12,11,88,108,134
b2058,1,1,0,4,2,2,4,31,16
b2059,5,9,2,5,9,2,60,74,55
b2060,10,26,13,5,4,6,151,166,211
b2061,0,2,1,0,1,0,2,8,17
b2062,5,6,10,6,1,3,79,101,124
b2063,281,442,469,577,616,517,520,637,627
b2064,928,1082,1096,970,1027,951,1655,2076,1844
b2065,830,981,1215,958,898,862,2738,3198,3361
b2066,470,514,584,140,155,80,105,134,160
b2067,719,940,731,795,1089,882,494,660,696
b2068,314,459,441,529,517,454,165,252,262
b2069,154,187,178,163,121,97,762,894,769
b2070,140,131,191,141,140,154,393,470,485
b2071,16,14,29,3,7,3,42,50,65
b2072,12,11,12,3,6,6,151,172,179
b2073,22,24,53,15,21,18,167,240,168
b2074,158,251,252,141,179,168,652,893,748
b2075,143,219,199,310,396,272,737,1073,943
b2076,135,264,164,341,432,379,503,593,548
b2077,68,95,74,115,161,96,153,222,200
b2078,66,87,80,129,146,120,124,150,130
b2079,184,283,259,360,415,369,187,244,244
b2080,1368,1869,1202,2984,4170,4187,124,141,116
b2081,494,759,660,559,653,486,1383,1604,1520
b2082,25,22,17,20,17,24,130,172,165
b2083,6,8,16,6,9,4,48,38,54
b2085,7,6,11,6,6,9,35,46,41
b2086,570,801,518,517,570,509,212,274,292
b2088,0,0,0,0,0,0,0,0,2
b2089,3,17,11,2,5,4,26,49,54
b2091,6728,10743,15805,13000,12469,12353,663,756,757
b2092,32799,44370,48045,36739,34766,35781,4031,4050,2818
b2093,2833,4398,4561,3186,3269,3554,337,337,214
b2094,6641,9296,10768,9580,8547,8955,452,522,508
b2095,39678,49899,60129,68115,62029,66685,9074,10405,7770
b2096,39412,48991,65692,76620,73379,77905,14253,17001,12955
b2097,5363,7727,3196,8498,11450,10311,232,299,220
b2098,34,38,55,45,51,40,51,80,69
b2099,40,60,46,49,66,61,72,81,110
b2100,36,62,38,59,83,61,91,116,129
b2101,294,306,417,150,129,157,720,828,859
b2102,128,133,272,68,62,59,271,347,312
b2103,87,156,147,191,163,224,586,717,819
b2104,105,179,185,157,177,169,629,685,744
b2105,39,37,25,15,27,21,235,308,332
b2106,50,40,36,13,17,14,317,361,414
b2107,192,256,329,80,109,95,424,427,505
b2108,0,2,2,1,0,1,65,91,79
b2109,5,3,7,3,4,4,127,122,165
b2110,2,7,1,0,2,1,2,4,4
b2111,37,25,29,9,20,13,2,3,6
b2112,70,89,41,62,68,59,18,26,38
b2113,3567,4408,4458,3294,3283,3408,961,1092,1054
b2114,2541,3159,3271,1607,1560,1306,739,913,990
b2118,45,45,66,47,51,42,172,215,232
b2119,2,8,8,1,1,2,108,114,140
b2120,21,35,52,20,30,22,145,176,191
b2121,5,16,19,7,14,9,20,26,27
b2122,33,43,71,44,59,56,187,213,252
b2123,9,19,15,6,16,13,23,21,19
b2124,625,798,888,520,642,615,414,407,464
b2125,140,183,183,168,143,116,83,138,124
b2126,286,401,382,289,263,256,177,197,200
b2127,353,527,335,607,689,512,88,122,154
b2128,60,108,66,185,273,172,104,109,115
b2129,48,77,31,135,177,133,62,77,82
b2130,100,163,61,186,308,181,138,204,210
b2131,307,459,220,466,610,406,218,278,309
b2132,580,708,630,462,540,446,1248,1452,1777
b2133,4469,5384,4542,3777,3494,3573,637,727,669
b2134,388,455,494,415,488,383,224,233,234
b2135,503,1016,1420,3821,5145,4264,147,175,147
b2136,389,494,478,419,472,314,430,455,547
b2137,146,186,161,396,581,536,166,201,179
b2139,12,17,12,14,5,14,249,241,291
b2140,51,87,79,55,49,30,488,521,604
b2141,31,42,45,41,51,46,42,59,80
b2142,93,179,183,183,255,235,135,138,157
b2143,300,468,696,660,523,681,558,705,640
b2144,40,70,48,41,43,24,88,78,94
b2145,18,20,14,17,20,6,19,48,31
b2146,51,67,93,310,493,497,330,489,333
b2147,58,74,56,328,553,539,248,309,312
b2148,211,311,50,299,372,359,652,747,631
b2149,352,420,105,295,390,306,745,939,664
b2150,6267,6818,1163,3626,3330,4204,5430,6403,5243
b2151,721,757,625,325,245,199,627,782,612
b2152,424,430,368,170,206,115,363,441,453
b2153,2450,2707,2079,1027,1089,955,487,610,575
b2154,2837,3377,2778,1450,1625,1587,660,810,757
b2155,218,215,141,109,132,121,837,908,1262
b2156,717,964,746,1006,1422,931,626,795,815
b2157,1503,1963,1411,1203,1981,1227,758,858,809
b2158,184,238,240,158,235,178,592,653,800
b2159,424,506,351,434,473,528,127,187,138
b2160,238,322,251,293,284,325,127,176,205
b2161,20,21,15,23,31,19,139,163,161
b2162,2,10,6,6,8,6,88,129,130
b2163,14,11,14,5,13,6,65,65,79
b2164,95,100,152,98,114,70,484,505,596
b2165,15,20,12,17,15,14,131,170,128
b2166,19,19,7,11,9,2,57,77,63
b2167,801,1154,2196,1896,1879,1756,2866,3251,2852
b2168,454,553,866,802,690,738,801,904,870
b2169,660,929,1311,1118,936,1058,1559,1868,1522
b2170,129,179,170,125,86,74,148,180,183
b2171,439,527,521,168,118,107,200,265,297
b2172,1842,2167,1844,420,377,394,1296,1595,1185
b2173,102,110,108,78,82,52,133,153,146
b2174,30,35,32,18,18,20,70,100,99
b2175,1502,1672,1876,387,338,208,398,487,590
b2176,276,341,411,185,225,168,193,296,268
b2177,435,665,632,637,714,663,391,468,536
b2178,146,192,152,142,180,140,92,105,122
b2179,109,143,140,112,148,123,63,108,80
b2180,238,345,220,277,258,253,174,161,167
b2181,1325,1604,1028,528,786,552,5004,5746,5805
b2182,526,567,595,455,583,408,741,967,847
b2183,655,903,1009,471,461,393,625,850,801
b2184,378,503,490,484,489,489,184,233,221
b2185,2884,3521,3390,1343,2354,1296,3738,4254,4154
b2186,777,786,720,347,349,346,906,1039,1025
b2187,158,238,211,181,148,218,79,101,104
b2188,1098,1615,1692,1252,1290,1054,683,886,924
b2189,2,4,3,3,4,2,9,13,12
b2190,232,301,422,257,327,263,1197,1331,1239
b2192,0,0,0,0,0,0,0,0,0
b2193,550,665,518,232,355,258,964,1036,1205
b2194,161,236,306,286,295,340,280,263,318
b2195,39,51,79,83,80,111,60,73,82
b2196,94,151,262,217,245,252,235,243,250
b2197,37,48,121,82,84,82,51,42,43
b2198,0,0,2,2,0,0,0,1,1
b2199,93,117,300,138,105,114,128,120,126
b2200,68,64,171,64,41,57,71,82,88
b2201,104,137,321,143,112,120,135,150,200
b2202,79,93,356,111,98,158,46,46,72
b2203,5,13,123,26,19,59,34,26,29
b2204,18,14,258,75,24,166,55,43,61
b2205,30,31,339,92,44,192,65,67,75
b2206,140,170,1439,932,155,1582,232,262,249
b2207,1,3,7,4,0,10,6,4,10
b2208,40,49,244,233,25,244,62,89,100
b2209,1900,2217,1980,1013,1006,1110,829,1022,1120
b2210,620,574,464,70,82,59,2084,2407,2765
b2211,392,423,489,234,226,156,883,945,992
b2212,50,80,84,129,126,102,93,74,91
b2213,302,417,377,649,784,603,584,648,744
b2214,173,150,185,150,154,130,464,566,592
b2215,103069,122622,66805,156387,159620,173642,3688,3618,3611
b2216,2479,2953,3368,2086,2093,1975,974,1216,1234
b2217,2523,3263,3303,2022,2206,2040,1021,1328,1374
b2218,1196,1582,1666,1456,1350,1341,3033,3662,3631
b2219,158,177,199,307,249,323,114,154,105
b2220,113,112,93,192,170,178,42,38,57
b2221,3,1,0,3,0,1,10,19,14
b2222,1,2,2,0,1,4,7,10,10
b2223,5,7,6,6,10,7,50,51,68
b2224,29,31,43,22,49,17,80,72,88
b2225,15,19,21,12,34,22,78,91,97
b2226,24,34,17,36,34,24,201,240,264
b2229,2,1,1,2,1,2,14,27,21
b2230,61,60,98,39,43,57,185,247,228
b2231,10752,12761,13146,6317,6185,5315,3788,4468,4829
b2232,730,943,845,673,589,505,798,909,984
b2233,249,332,383,291,371,274,939,1064,1042
b2234,1445,1932,1285,498,611,453,195,248,330
b2235,767,936,576,495,536,486,108,118,118
b2236,30,38,20,29,25,22,36,19,24
b2237,600,724,581,543,551,519,734,798,834
b2238,6,12,8,0,3,2,16,12,17
b2239,233,286,244,307,291,287,477,544,604
b2240,62,67,42,226,63,118,163,222,350
b2241,19,24,26,724,186,463,99,93,192
b2242,31,22,15,238,52,71,51,64,89
b2243,21,24,19,83,23,55,50,45,54
b2244,18,22,14,13,18,15,23,12,18
b2245,14,20,26,33,25,20,43,49,43
b2246,10,21,21,24,30,21,39,68,53
b2247,114,167,150,164,157,176,36,55,57
b2248,12,16,15,38,31,31,28,23,32
b2249,779,948,982,1011,1032,999,460,574,639
b2250,38,46,53,36,53,28,147,190,206
b2251,49,35,48,20,29,21,22,22,28
b2252,2,5,7,11,9,6,62,94,85
b2253,43,50,88,79,92,69,154,206,198
b2254,13,19,17,19,39,11,27,50,43
b2255,171,237,343,148,222,143,377,463,480
b2256,43,66,75,49,58,41,304,341,353
b2257,45,72,50,56,81,53,215,207,212
b2258,8,10,23,17,14,10,24,19,36
b2259,226,241,223,419,357,366,197,234,175
b2260,256,374,373,422,447,422,258,324,334
b2261,557,831,730,934,864,856,433,470,573
b2262,538,855,674,846,895,925,281,308,305
b2263,24,28,26,30,36,29,16,29,33
b2264,567,615,458,698,572,555,465,544,580
b2265,618,904,483,687,816,569,353,443,463
b2266,3863,6107,3349,6886,7922,7883,241,260,266
b2267,123,197,184,137,181,156,88,108,113
b2268,310,362,319,178,163,125,119,120,139
b2269,3,12,5,7,5,5,8,11,6
b2270,6,17,21,1,12,6,112,129,137
b2271,1,3,6,0,3,0,26,37,33
b2272,10,14,36,38,19,19,14,18,18
b2273,7,9,23,6,4,4,16,10,21
b2274,3,4,7,1,0,0,4,11,10
b2275,14,11,39,12,14,6,167,195,219
b2276,3546,6319,5925,5990,6022,5956,512,547,648
b2277,2443,3997,3331,3296,3360,3219,215,286,302
b2278,4560,7237,5851,6211,6221,6207,280,368,374
b2279,62,122,66,101,131,118,11,9,13
b2280,907,1467,963,1188,1359,1406,86,84,70
b2281,714,1242,874,1145,1228,1212,52,54,42
b2282,1721,2912,2127,2994,3027,3013,110,152,129
b2283,5877,9497,6613,8794,9021,9174,433,482,437
b2284,2908,4081,2547,3571,3821,3753,259,293,266
b2285,918,1334,839,1264,1199,1187,100,95,66
b2286,4527,5528,3693,4511,4383,4063,533,676,530
b2287,2983,3850,3089,2411,2449,2140,606,820,612
b2288,2837,3431,3162,2262,1935,1783,453,629,584
b2289,770,764,773,484,455,430,1002,963,1091
b2290,498,578,635,806,776,833,599,678,736
b2291,304,438,346,306,304,357,129,137,151
b2292,2314,3392,4991,1929,1321,1752,989,1040,1153
b2293,568,722,831,806,858,828,741,834,828
b2294,395,529,540,402,417,398,311,466,389
b2295,1051,1454,1748,1357,1856,1510,1716,2027,1775
b2296,3150,3911,5897,3457,2842,2898,589,710,846
b2297,2981,3715,5342,3423,3245,3523,992,1146,1159
b2298,21,21,40,29,37,31,242,347,341
b2299,704,871,782,458,566,531,855,969,1079
b2300,665,824,919,455,527,490,304,363,408
b2301,327,458,377,446,488,346,171,184,219
b2302,141,212,166,282,285,230,43,55,64
b2303,293,383,363,280,274,246,116,140,153
b2304,1090,1270,1349,1986,1739,1906,1889,2200,2213
b2305,33,34,59,22,28,29,258,303,318
b2306,164,191,47,82,116,59,254,270,260
b2307,87,126,20,44,86,41,56,91,66
b2308,218,306,58,110,196,127,212,308,252
b2309,1329,1794,431,688,989,712,915,1069,972
b2310,1584,2089,447,689,904,601,1302,1628,1436
b2311,147,189,154,95,98,91,302,355,372
b2312,1247,1554,999,728,803,610,416,541,573
b2313,1074,1364,1094,415,499,377,434,492,527
b2314,832,1051,1138,978,1061,1013,1373,1686,1785
b2315,399,517,396,374,363,248,597,660,727
b2316,3201,3927,3673,1990,2000,1595,2901,3252,3791
b2317,374,624,512,404,351,387,369,330,425
b2318,314,418,466,462,359,430,404,477,516
b2319,415,523,460,483,481,463,815,913,1063
b2320,965,1242,1361,1016,1103,1003,810,1006,1004
b2321,721,888,757,223,230,224,798,834,1009
b2322,49,65,56,47,50,40,854,1042,1013
b2323,3905,4975,6767,6388,5239,5442,2678,3310,3286
b2324,484,619,568,495,505,396,933,1217,1247
b2325,182,237,144,156,142,175,304,318,336
b2326,227,298,238,196,177,220,176,193,242
b2327,247,233,165,228,255,187,145,200,175
b2328,287,311,166,241,230,186,196,241,263
b2329,971,1033,825,776,790,693,747,897,909
b2330,982,1113,1054,401,377,327,446,453,541
b2331,782,1053,1218,772,849,795,699,781,796
b2332,202,277,471,198,224,185,859,979,849
b2333,4,5,8,5,3,5,20,47,20
b2334,0,3,3,3,4,3,17,13,37
b2335,2,5,2,6,1,4,17,22,19
b2336,5,6,4,3,4,1,48,58,59
b2339,1,1,2,0,1,0,88,108,98
b2340,918,1167,1719,1248,1748,1453,3813,4304,4688
b2341,1889,2640,2280,1902,2183,1709,1632,2139,1703
b2342,1119,1439,1201,788,1121,750,1783,2285,1888
b2343,5390,6829,10549,3938,4579,5278,697,732,742
b2344,2770,3833,1165,1528,2281,1624,1023,1200,1092
b2345,6,5,8,6,11,4,8,22,22
b2346,1762,2240,2190,1247,1471,1166,1066,1316,1347
b2347,85,136,104,351,275,297,76,90,91
b2348,0,2,4,0,0,0,10,12,4
b2349,36,42,51,14,16,15,183,193,245
b2350,97,133,144,41,40,29,49,55,60
b2351,217,261,277,89,118,70,28,47,43
b2352,168,201,145,76,91,67,6,14,16
b2353,12,27,15,23,59,23,51,74,76
b2354,5,6,9,3,4,1,34,52,56
b2355,1,0,1,1,0,1,12,9,18
b2356,0,0,0,0,0,0,1,3,3
b2357,0,0,1,0,0,0,13,19,19
b2358,0,1,4,0,0,1,38,50,53
b2359,7,4,10,6,7,8,4,7,6
b2360,3,11,5,4,14,8,84,68,98
b2361,1,1,0,0,0,0,7,9,15
b2362,0,0,0,0,0,0,1,0,2
b2363,1,0,0,0,1,0,0,0,1
b2364,23,30,38,67,54,65,95,120,124
b2365,15,36,32,52,35,80,55,88,66
b2366,69,106,156,133,84,151,151,188,207
b2367,3,3,4,3,3,2,117,136,162
b2368,3,9,7,0,8,3,25,31,29
b2369,644,733,663,353,553,410,141,170,165
b2370,829,1039,729,393,640,359,117,210,207
b2371,4,13,15,8,31,11,96,115,129
b2372,2,0,7,1,3,1,91,146,132
b2373,7,4,6,4,10,6,102,174,155
b2374,4,7,7,4,5,5,64,93,87
b2375,5,5,3,3,3,0,126,167,168
b2376,1,3,0,0,0,0,11,9,13
b2377,151,273,245,328,458,417,372,397,372
b2378,1408,1711,2094,2239,3520,2555,837,1006,1027
b2379,1255,1306,728,282,352,278,853,1170,1155
b2380,342,390,439,712,815,638,166,236,236
b2381,147,196,268,336,364,312,78,117,111
b2382,147,184,242,218,212,215,163,199,227
b2383,48,75,70,72,73,61,320,379,436
b2384,3,6,16,16,16,14,65,71,64
b2385,15,14,14,21,20,19,55,61,77
b2386,8,10,21,17,15,14,71,81,105
b2387,7,4,4,4,3,4,11,30,17
b2388,813,962,1212,1241,1197,1138,624,689,698
b2389,114,143,132,199,264,214,126,159,161
b2390,2551,2808,4434,3377,1884,3232,1361,1574,1761
b2392,453,540,528,608,1033,647,3002,3374,3017
b2393,637,797,863,400,458,366,222,275,258
b2394,0,0,0,0,0,0,0,0,0
b2395,314,401,441,184,210,171,782,946,1033
b2396,12,8,6,0,1,0,30,22,26
b2397,2,0,0,0,0,1,0,3,6
b2398,321,347,500,257,256,285,194,206,195
b2399,183,232,345,105,102,85,166,221,206
b2400,3465,4091,3295,2311,2284,1943,1525,1720,1821
b2401,0,0,1,0,0,3,3,2,6
b2402,41,42,49,7,7,6,26,13,52
b2403,0,0,0,0,0,0,0,0,0
b2404,0,0,0,0,0,0,0,0,0
b2405,120,120,143,92,124,121,567,640,641
b2406,103,170,199,116,123,104,206,244,236
b2407,10,4,2,9,8,10,43,68,64
b2408,18,22,25,12,29,12,204,277,242
b2409,39,58,54,46,63,38,481,531,528
b2410,568,731,875,1223,1202,1340,250,339,306
b2411,419,606,452,795,1085,789,1227,1393,1394
b2412,1525,1887,2143,2079,2150,1882,3192,3957,4103
b2413,461,664,735,315,259,210,325,369,463
b2414,1062,1259,3143,13538,6629,10321,615,701,714
b2415,2614,3376,2337,2818,3324,3011,561,587,562
b2416,7531,10192,7390,10377,12185,11361,2171,2533,2501
b2417,8036,10583,8146,8050,10132,9718,2407,2722,2971
b2418,168,164,184,137,179,189,214,253,242
b2419,34,49,69,28,27,23,48,79,67
b2420,72,81,95,20,30,20,290,310,349
b2421,233,248,375,1020,1263,922,314,431,361
b2422,62,74,742,4343,3745,3398,297,331,315
b2423,28,20,430,2094,1668,1708,192,207,215
b2424,8,14,308,1480,993,1251,97,151,123
b2425,53,60,579,3518,2067,3696,158,183,151
b2426,3296,3329,4456,6543,4781,6002,6188,7581,6671
b2427,35,44,62,97,66,56,298,378,341
b2428,46,53,61,96,95,89,434,578,554
b2429,40,43,50,95,100,94,298,350,349
b2430,49,79,52,111,107,136,91,142,115
b2431,1958,2375,2863,2437,2119,2142,1810,2126,1966
b2432,269,316,364,171,205,174,749,844,920
b2433,14,17,33,41,62,34,131,194,175
