gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b0001,61,45,57,36,40,24,27,22,20
b0002,740,1207,669,1831,2936,2561,5126,6907,5751
b0003,476,709,732,1356,1550,1425,1531,1857,1649
b0004,753,1079,850,1643,1875,1723,1845,2429,2016
b0005,93,91,133,104,60,116,298,322,327
b0006,227,317,280,195,165,169,161,234,261
b0007,186,227,264,187,193,196,166,216,207
b0008,14325,17647,17183,10501,10198,11164,2162,2680,2154
b0009,596,725,799,661,578,609,748,869,834
b0010,122,149,207,130,170,105,421,423,536
b0011,14,13,26,20,21,15,37,39,44
b0013,3,5,4,1,1,0,3,9,8
b0014,13127,17046,39155,22675,30288,27300,18732,18665,28927
b0015,1303,1535,3198,2279,3198,2324,2501,2681,3849
b0016,2,3,1,1,1,4,3,5,13
b0018,0,5,1,3,6,0,0,0,0
b0019,3344,4609,4550,5745,7344,6671,3215,3426,4325
b0020,760,967,902,748,959,683,382,448,527
b0021,3,1,3,4,2,2,10,10,4
b0022,3,8,2,4,1,1,12,16,16
b0023,4156,4759,3673,1223,1474,946,1490,1539,1642
b0024,18,22,38,51,80,41,42,47,59
b0025,1331,1548,1583,1020,1093,899,1265,1419,1526
b0026,3916,4814,3782,5158,5745,4987,6310,7223,7972
b0027,500,640,534,787,699,694,850,908,1212
b0028,400,514,399,481,490,404,456,519,611
b0029,676,877,612,749,897,715,813,952,1013
b0030,223,212,152,237,199,312,184,261,245
b0031,327,425,376,497,512,482,156,212,183
b0032,2482,1925,803,143,173,103,410,413,785
b0033,11440,9172,2467,1815,2020,1666,685,789,1340
b0034,169,126,155,34,58,61,101,119,118
b0035,14,10,9,17,18,10,152,167,149
b0036,11,8,9,4,6,2,145,146,204
b0037,42,44,43,24,45,34,95,126,122
b0038,84,119,141,46,49,33,207,259,252
b0039,249,300,482,132,166,143,594,690,699
b0040,4,7,10,9,7,4,84,132,107
b0041,4,3,6,2,7,4,40,61,64
b0042,3,1,4,7,6,11,33,67,62
b0043,9,9,17,8,11,7,58,66,56
b0044,0,0,0,1,0,0,2,3,0
b0045,4,4,11,6,7,9,23,46,56
b0046,40,49,32,43,43,31,60,78,92
b0047,179,254,158,323,469,340,308,354,387
b0048,627,793,670,574,577,488,427,503,534
b0049,514,655,588,544,726,495,175,200,201
b0050,178,248,229,194,262,184,75,84,88
b0051,1022,1298,1136,878,1068,763,343,334,380
b0052,587,732,499,557,741,486,321,516,527
b0053,3123,4159,2493,3465,4759,3493,3143,3578,3588
b0054,5068,6663,6009,4724,6211,4572,1220,1405,1583
b0055,635,686,853,429,507,360,460,534,540
b0058,123,218,258,261,454,341,261,261,349
b0059,669,985,1350,826,1248,889,847,899,941
b0060,1685,2269,1795,793,954,765,703,788,896
b0061,24,24,9,28,39,32,24,29,35
b0062,53,72,40,172,201,272,155,135,117
b0063,27,38,45,90,114,124,142,166,178
b0064,288,429,235,687,691,843,1569,1759,1767
b0065,303,365,567,369,630,449,4019,4743,4933
b0066,63,99,55,98,122,80,174,158,184
b0067,141,158,102,123,143,109,282,361,343
b0068,315,437,427,197,228,165,426,458,592
b0069,286,320,414,318,279,318,385,454,446
b0070,201,215,307,124,162,107,562,652,745
b0071,66,79,34,102,168,121,50,58,62
b0072,83,149,78,178,237,180,127,177,131
b0073,72,85,64,116,127,145,188,190,203
b0074,52,68,86,160,119,173,156,248,217
b0075,0,1,0,0,2,0,22,23,23
b0076,28,41,66,27,45,22,70,112,105
b0077,97,147,191,121,127,99,310,370,385
b0078,34,32,24,28,46,43,92,109,84
b0080,1690,1969,2276,2458,2431,2268,1042,1388,1229
b0081,1139,1378,1838,949,951,752,706,912,1062
b0082,1497,1713,2435,1354,1457,1169,859,1150,1032
b0083,175,211,228,208,269,203,90,107,107
b0084,935,1269,1262,1003,1125,879,727,870,867
b0085,1328,1989,1653,1578,1946,1692,234,324,326
b0086,1224,1946,1701,1454,1702,1473,254,334,332
b0087,980,1560,1823,1319,1608,1341,273,329,322
b0088,1646,2357,3054,1679,1996,1625,363,403,426
b0089,912,1392,1882,1068,1290,1020,442,493,493
b0090,1207,1539,1976,1255,1611,1261,651,809,846
b0091,1824,2517,2784,2174,2597,2050,870,1101,1196
b0092,1197,1660,1916,1404,1629,1454,805,917,978
b0093,884,1307,1804,1131,1259,1154,869,903,1265
b0094,1612,2102,2739,2009,2344,1933,1263,1698,1700
b0095,4935,7128,6980,6400,7208,6556,2716,3109,3355
b0096,20217,26443,30609,23516,26737,25764,23552,27529,30873
b0097,1096,1461,1603,998,1019,986,206,266,257
b0098,5783,7279,9190,5370,6449,5557,1229,1481,1448
b0099,152,178,231,122,130,116,63,89,93
b0101,112,129,101,92,119,80,40,54,40
b0102,262,397,361,249,303,233,337,370,397
b0103,300,348,423,227,256,207,119,136,150
b0104,1054,1336,1116,321,275,295,1738,1907,2066
b0106,43,62,43,21,36,32,115,137,165
b0107,90,123,235,108,82,102,227,276,274
b0108,6,10,2,3,4,1,10,22,28
b0109,866,1004,1288,770,734,622,223,283,300
b0110,301,345,424,313,336,291,109,120,125
b0111,485,715,713,600,623,553,286,328,324
b0112,337,461,422,544,650,554,957,1042,1043
b0113,2916,3099,5566,631,682,516,831,988,1345
b0114,29228,29799,37508,12458,13220,13099,2988,3399,4175
b0115,17003,17713,18007,13549,13231,14107,2111,2360,2873
b0116,17682,18810,13018,7878,8475,8111,7617,8315,8653
b0117,30,41,60,31,45,49,72,78,73
b0118,55455,55885,19089,15650,17082,17248,15298,17467,17867
b0119,877,1089,1343,1292,1413,1347,540,579,492
b0120,1409,1518,868,389,423,462,72,87,126
b0121,1708,1859,1187,473,514,539,381,470,448
b0122,245,334,343,228,184,168,85,153,161
b0123,719,916,551,437,573,392,882,1042,1000
b0124,701,874,524,792,1582,934,1185,1396,1501
b0125,932,1132,1048,750,711,643,481,580,644
b0126,609,713,735,488,445,401,361,487,516
b0127,577,673,731,433,468,367,234,298,248
b0128,320,450,339,399,489,379,450,522,506
b0129,260,257,246,383,273,265,165,174,133
b0130,160,211,199,114,160,118,547,645,601
b0131,1333,1707,1616,1139,1058,967,858,1047,1185
b0132,96,107,129,110,88,80,183,298,247
b0133,1213,1458,1402,1294,1224,1254,639,679,668
b0134,1001,1180,1426,1021,966,949,622,860,789
b0135,5,4,14,1,5,6,234,275,379
b0136,0,1,2,2,4,4,8,15,10
b0137,1,0,1,2,1,1,24,39,43
b0138,1,1,2,1,0,2,22,33,24
b0139,7,5,7,2,3,4,103,158,150
b0140,1,0,3,0,0,0,11,13,21
b0141,2,0,2,0,1,0,10,3,18
b0142,49,29,41,14,20,4,11,9,20
b0143,1267,1429,1291,575,661,423,2374,2853,3365
b0144,64,82,74,94,97,61,280,320,281
b0145,3570,5249,4664,3518,3940,3828,2501,2874,2730
b0146,1259,1636,1933,2104,2294,2052,343,429,459
b0147,40,48,58,40,35,41,58,78,76
b0148,821,1029,1041,1069,1024,898,2384,2489,2955
b0149,1193,1471,1219,1609,1852,1567,5208,5834,7079
b0150,731,862,621,1211,1106,1037,949,1054,1286
b0151,196,275,147,320,268,211,241,243,307
b0152,115,156,76,165,146,85,147,152,181
b0153,258,341,186,380,320,228,541,559,644
b0154,1731,2305,2486,1999,2162,2002,1538,1738,1720
b0155,425,708,658,864,1101,756,832,1091,1018
b0156,1286,1502,2259,985,1568,1637,4284,4641,5062
b0157,140,195,187,105,81,58,263,293,404
b0158,172,236,272,188,145,138,67,91,72
b0159,1367,1799,1522,1117,1161,1172,1106,1213,1389
b0160,311,364,430,225,282,192,385,419,489
b0161,1167,1509,1517,590,1001,694,9620,9632,12460
b0162,96,124,126,145,143,118,819,919,957
b0163,1931,2554,2939,1659,1711,1797,1080,1258,1043
b0164,43,37,60,31,31,22,103,109,125
b0166,1829,2071,2077,2005,2462,2375,886,1165,1166
b0167,1325,1419,1769,739,762,740,537,684,707
b0168,2050,2489,2498,1532,1500,1486,443,546,635
b0169,11260,15934,13079,7570,8057,7444,42960,45348,69548
b0170,5558,7334,5323,3784,4224,3988,3291,3478,3912
b0171,1424,1716,1651,1112,1145,992,502,581,619
b0172,4547,5610,6118,3377,3688,3235,1908,2099,2734
b0173,967,1181,1279,1294,1154,1085,432,549,552
b0174,2835,3391,3725,1693,1492,1104,1373,1699,1897
b0175,1124,1392,1291,868,944,694,1531,1923,2028
b0176,2357,2818,2769,1707,2078,1596,3298,3795,4226
b0177,7511,9784,7236,6317,7600,6608,7760,9227,9887
b0178,3315,4187,4055,3271,3424,3301,1647,1896,1964
b0179,2807,3512,3166,3076,3611,2947,1586,1751,1938
b0180,934,1193,1267,1058,1183,937,546,709,691
b0181,1443,2097,1909,1685,1728,1483,1441,1613,1899
b0182,587,785,805,655,741,556,774,966,859
b0183,182,185,206,186,181,164,282,368,325
b0184,1533,2090,1720,1542,1976,1457,1981,2414,2502
b0185,1240,1682,1452,1143,1271,1070,1268,1563,1536
b0186,499,673,264,918,1357,1141,433,481,542
b0187,129,193,153,193,239,207,272,377,342
b0188,327,401,348,363,492,376,1243,1597,1637
b0189,159,203,228,198,225,226,294,303,358
b0190,221,301,303,178,145,160,219,282,303
b0191,86,88,78,55,78,70,80,83,82
b0192,436,603,529,617,739,559,969,1103,1436
b0193,56,79,105,56,53,50,171,198,217
b0194,4154,5136,4243,3509,3814,3557,1319,1561,1494
b0195,138,168,172,98,94,60,96,148,137
b0196,253,306,322,145,142,113,104,131,148
b0197,832,1124,695,1319,938,1173,429,513,537
b0198,116,116,165,436,317,444,247,313,373
b0199,139,196,201,1124,795,1308,259,316,386
b0200,13,10,12,16,11,9,14,15,14
b0201,1,0,0,0,0,0,7,6,6
b0202,0,0,0,0,0,0,0,0,0
b0203,0,0,0,0,0,0,0,0,0
b0204,0,0,0,1,0,0,4,2,9
b0205,0,0,0,0,0,0,0,0,0
b0206,0,0,0,0,0,0,0,0,0
b0207,28,29,15,68,74,112,49,52,57
b0208,238,273,388,227,340,307,427,446,419
b0209,599,882,1136,1301,1518,1309,1246,1501,1478
b0210,95,141,211,124,155,106,329,466,353
b0211,7074,8461,10425,3107,3533,2427,1616,1956,2597
b0212,144,181,235,184,232,195,44,52,73
b0213,274,317,410,231,238,264,257,359,342
b0214,488,555,667,345,363,280,127,130,129
b0215,483,748,696,462,565,522,457,510,513
b0216,5,6,5,8,5,6,11,9,19
b0217,12,24,18,5,10,3,88,86,118
b0218,0,1,2,0,0,0,2,6,6
b0219,387,553,667,607,649,596,318,423,356
b0220,1489,2204,1216,1307,1703,1559,1062,1205,1323
b0221,2073,2501,1141,1937,2974,2121,14453,17444,15299
b0222,1135,1362,1444,1174,1058,1044,728,766,890
b0223,410,439,544,338,325,351,277,366,354
b0224,1501,1926,2105,1398,1375,1017,1859,2218,1972
b0225,108,137,108,98,118,70,332,355,236
b0226,231,296,290,337,426,418,886,998,928
b0227,26,49,29,44,61,51,64,126,109
b0228,85,96,98,166,127,162,143,149,188
b0229,20,30,27,43,35,50,270,302,333
b0230,27,16,36,26,29,18,105,173,178
b0231,1136,1419,1192,381,446,362,855,1047,1000
b0232,64,88,59,41,63,51,110,108,103
b0233,26,33,23,11,24,21,47,71,76
b0234,34,24,15,6,8,5,100,123,124
b0235,1,0,2,1,0,0,16,22,24
b0236,2,12,4,2,4,0,249,277,225
b0237,3505,4298,5356,3936,3670,3936,913,989,976
b0238,1090,1212,1088,274,208,151,554,668,751
b0239,1168,1335,1676,1428,1292,1436,500,612,542
b0240,2978,3642,2770,1294,1474,1082,2636,3026,2898
b0241,3,4,5,3,4,3,46,52,57
b0242,398,521,643,608,684,583,2227,2676,2876
b0243,480,587,578,908,1055,938,1286,1506,1751
b0244,18,11,29,4,5,1,235,293,315
b0245,0,1,5,0,0,0,30,38,32
b0246,1,0,0,0,0,0,11,11,16
b0247,3,0,0,0,2,1,20,18,25
b0248,1,2,1,0,1,3,20,25,29
b0249,4,4,1,1,2,0,19,23,24
b0250,172,172,211,278,330,292,171,175,197
b0251,2,4,2,4,0,0,12,9,6
b0252,4,6,9,3,5,4,19,31,35
b0253,88,116,157,148,167,138,326,407,439
b0254,41,36,58,18,29,29,55,65,74
b0256,0,0,0,0,0,0,0,0,0
b0258,124,164,167,112,174,151,577,689,630
b0259,1,0,3,1,1,4,0,1,1
b0260,61,64,119,291,214,247,222,302,333
b0261,353,455,614,1071,801,791,375,426,485
b0262,32,36,52,21,23,29,593,680,697
b0263,2,4,10,4,2,7,173,240,223
b0264,0,0,0,0,0,0,0,0,0
b0265,0,0,1,1,0,1,4,3,4
b0266,34,63,50,48,58,47,48,42,59
b0267,8,8,19,18,33,27,81,99,105
b0268,84,103,73,197,186,221,182,272,212
b0269,208,329,202,458,519,436,762,881,999
b0270,35,44,14,63,110,72,96,121,116
b0271,105,113,65,218,289,234,93,113,111
b0272,97,76,68,85,54,65,2015,2389,2826
b0273,48,68,49,122,109,99,495,640,570
b0274,0,1,0,1,0,1,1,0,0
b0275,0,0,0,0,0,0,3,2,3
b0276,138,190,275,105,173,130,322,381,324
b0277,14,32,30,25,18,13,694,792,839
b0278,4,9,4,4,2,3,18,20,23
b0279,11,10,9,7,4,3,0,5,8
b0280,233,316,350,168,126,131,26,49,35
b0281,118,152,217,96,126,89,405,497,494
b0283,66,123,38,146,213,160,69,74,84
b0284,161,317,117,355,609,434,163,192,202
b0285,39,75,46,71,127,69,56,68,67
b0286,64,101,57,63,123,67,54,102,87
b0287,47,58,37,97,88,111,282,360,340
b0288,9,13,17,10,10,10,27,46,48
b0289,49,93,59,52,55,68,118,133,132
b0290,52,88,104,75,65,62,141,197,160
b0291,37,38,33,34,51,38,140,215,183
b0292,7,6,3,0,1,3,58,51,63
b0293,32,31,27,11,15,23,81,117,72
b0294,3,0,0,0,0,0,52,61,53
b0295,15,17,38,6,10,5,35,42,64
b0296,3,5,14,3,5,2,9,10,10
b0297,2,2,5,1,0,0,45,63,64
b0298,0,0,0,0,0,0,0,0,0
b0299,0,1,2,1,2,0,5,2,0
b0300,25,47,48,28,44,26,37,45,62
b0301,4,8,4,1,4,1,52,81,52
b0303,0,0,1,1,1,0,0,4,0
b0304,73,83,50,63,112,83,38,64,88
b0305,10,22,5,4,6,5,264,378,392
b0306,23,34,38,40,32,24,157,201,196
b0307,57,80,83,100,84,84,275,414,373
b0308,39,22,37,37,48,20,100,119,96
b0310,9,7,5,1,5,3,33,48,43
b0311,740,938,433,265,461,221,1059,1310,1212
b0312,1053,1405,994,459,744,465,4026,4429,4632
b0313,490,587,424,221,337,202,2516,2898,2837
b0314,1067,1155,907,545,983,581,3617,4448,4420
b0315,32,34,51,17,20,18,2751,3578,3618
b0316,97,86,123,88,85,54,153,187,206
b0317,2,3,2,1,0,0,24,26,23
b0318,34,42,59,17,18,16,26,42,54
b0319,4,9,6,3,2,3,12,25,36
b0320,24,14,27,18,19,15,141,178,176
b0321,11,20,20,20,21,15,155,206,188
b0323,8,5,7,4,11,15,60,78,78
b0324,184,232,225,221,248,224,193,211,250
b0325,318,372,224,528,968,648,95,130,125
b0326,3,4,4,2,2,1,41,50,76
b0327,9,10,21,3,1,1,243,295,308
b0328,43,47,55,73,68,88,298,392,301
b0329,3968,5237,4139,1927,3968,2587,348,393,297
b0330,98,142,55,77,148,63,68,100,74
b0331,3298,3793,1342,119,6107,101,97,120,118
b0333,3361,4116,493,52,8574,65,57,60,65
b0334,8124,9376,535,88,21235,82,67,69,84
b0335,9224,11364,597,167,32955,182,174,172,202
b0336,188,233,165,57,82,55,174,171,235
b0337,509,521,475,464,437,441,195,244,281
b0338,28,55,55,42,57,29,229,293,313
b0339,10,5,8,137,219,99,36,52,39
b0340,8,12,4,74,115,81,14,14,25
b0341,26,22,30,152,193,120,134,162,193
b0342,4,8,9,7,9,3,30,47,43
b0343,11,11,13,14,12,10,118,132,123
b0344,58,92,89,67,56,86,177,221,226
b0345,456,487,400,239,260,211,1063,1259,1148
b0346,333,405,122,358,414,252,2941,3410,2978
b0347,21,33,8,16,31,17,164,186,199
b0348,6,4,6,9,9,26,36,41,45
b0349,14,16,6,15,38,18,24,48,36
b0350,8,19,10,21,28,14,25,33,32
b0351,14,22,16,31,27,24,47,37,42
b0352,22,31,14,49,68,51,50,77,64
b0353,52,72,59,97,105,92,115,124,156
b0354,354,423,438,220,272,228,240,247,225
b0355,79,128,171,66,84,71,650,771,883
b0356,285,339,393,355,467,455,3056,3373,4434
b0357,45,36,75,44,52,53,433,535,683
b0358,13,33,33,23,43,18,165,173,219
b0360,0,0,0,0,0,0,0,0,1
b0361,2,0,0,1,0,0,13,10,8
b0363,4,12,6,3,7,7,77,109,116
b0364,0,0,0,0,0,1,9,11,11
b0365,2,4,3,13,4,7,50,66,66
b0366,4,5,7,13,6,7,43,63,49
b0367,10,5,4,9,10,9,44,51,62
b0368,18,22,29,34,34,30,94,123,99
b0369,1913,2106,2130,1001,1176,1047,946,1114,1187
b0372,14,13,29,1,2,3,18,18,13
b0373,5,4,5,3,3,0,23,17,15
b0375,2,0,0,1,2,1,48,56,49
b0376,336,467,504,345,337,237,371,482,503
b0377,325,385,492,253,320,212,298,390,317
b0378,385,452,491,317,344,303,568,710,789
b0379,1222,1386,1600,1467,482,1134,233,375,356
b0380,455,469,507,544,440,410,340,423,379
b0381,928,1286,1350,750,754,608,475,587,591
b0382,545,674,1056,556,498,439,236,296,310
b0383,503,619,889,249,231,203,824,1032,1065
b0384,335,573,337,629,833,783,65,97,77
b0385,27,39,27,26,51,29,190,212,235
b0386,645,811,644,617,650,556,422,570,562
b0387,772,983,1296,686,710,744,303,387,353
b0388,488,674,1243,748,808,816,338,457,458
b0389,319,497,412,456,540,548,56,44,63
b0390,248,394,411,448,564,342,271,363,327
b0391,1019,1261,1375,888,959,1114,897,1184,952
b0392,32,52,82,44,46,33,448,552,581
b0393,709,804,678,286,269,201,279,320,321
b0394,142,179,134,258,309,253,364,440,369
b0396,167,171,217,167,255,147,339,399,429
b0397,455,587,314,392,463,368,224,222,299
b0398,155,219,184,72,74,77,105,115,123
b0399,122,156,183,136,149,134,393,369,669
b0400,90,141,148,142,178,137,293,329,464
b0401,797,1198,926,2330,3300,2320,1321,1537,1540
b0402,363,504,579,490,638,464,1314,1541,1554
b0403,186,209,214,279,281,265,359,445,418
b0404,207,265,226,199,264,177,160,158,187
b0405,407,439,451,230,220,162,522,640,722
b0406,1928,2310,1892,774,834,629,710,840,897
b0407,734,956,726,498,569,471,246,265,331
b0408,1730,2071,1646,1898,2009,1399,1932,2256,2429
b0409,1158,1439,1241,1739,2111,1739,1538,1676,1759
b0410,250,357,433,230,211,267,216,201,255
b0411,462,602,700,737,690,713,939,1016,1016
b0412,426,525,727,422,253,371,104,118,143
b0413,638,855,1067,958,942,941,452,498,499
b0414,1283,1849,2475,2007,1872,1964,1101,1310,1318
b0415,1370,1902,1911,914,870,888,468,568,508
b0416,1178,1463,1643,742,698,742,561,561,638
b0417,381,520,528,386,355,355,189,215,230
b0418,957,1340,2108,1146,1205,1154,970,1103,1071
b0419,1759,2465,2530,3739,4077,3923,545,666,583
b0420,1270,1438,1198,1209,1100,927,609,793,801
b0421,1217,1533,1581,1109,831,846,516,716,775
b0422,558,566,595,422,355,290,218,247,280
b0423,676,973,861,584,491,416,790,910,938
b0424,242,305,264,343,394,329,206,234,287
b0425,297,384,415,608,696,717,242,332,328
b0426,1018,1530,1167,1336,1982,1628,651,824,776
b0427,279,350,232,167,177,157,497,602,692
b0428,9433,11639,8028,5454,5629,5511,974,1267,1143
b0429,989,1269,640,581,675,626,131,129,161
b0430,2256,2516,1306,1208,1260,1167,335,378,357
b0431,15036,16538,11153,5571,5190,4238,2191,2768,2530
b0432,13838,13985,11414,2926,2373,1637,1647,2169,2128
b0433,656,607,547,316,321,209,298,405,328
b0434,865,964,864,418,261,227,248,355,399
b0435,4478,6456,5119,6354,9483,7121,1200,1570,1097
b0436,9042,11125,10151,4477,4384,3477,2430,2895,3310
b0437,3419,4597,5210,4620,5795,5109,1572,1797,1960
b0438,6724,8747,8654,9604,13460,10269,3697,4012,5301
b0439,2997,3941,5789,4607,6131,4804,3473,3850,4939
b0440,6150,7422,4343,5085,4939,5729,1805,1825,1530
b0441,1941,2150,2428,2854,2891,2320,2596,3170,3479
b0442,187,153,146,134,119,74,82,121,125
b0443,310,468,226,138,193,143,249,271,256
b0444,360,420,408,306,297,254,200,198,222
b0445,62,77,109,351,290,347,276,329,284
b0446,349,450,589,433,447,475,283,318,359
b0447,330,417,403,330,447,439,606,674,601
b0448,508,537,490,476,596,406,1081,1225,1300
b0449,500,585,342,384,542,329,986,1069,1125
b0450,3,5,3,8,9,5,38,44,41
b0451,88,97,106,150,134,115,426,512,508
b0452,654,864,765,445,506,399,469,631,671
b0453,1314,1693,858,1675,2340,1971,443,562,727
b0454,245,368,524,624,605,624,475,543,571
b0455,0,4,1,0,2,0,6,3,6
b0456,23,32,32,33,55,51,68,56,58
b0457,302,455,491,575,614,561,517,702,625
b0458,702,894,750,421,547,282,1106,1450,1424
b0459,378,532,440,94,101,83,955,1265,1096
b0460,559,934,657,159,266,175,379,490,404
b0461,1065,1809,1624,263,520,460,839,1049,864
b0462,3066,4304,3243,3113,4024,3073,2515,2814,3017
b0463,1263,1544,1653,638,735,539,1261,1491,1469
b0464,101,124,133,111,97,93,108,137,130
b0465,1183,1757,1595,1343,1510,1040,2445,2991,2983
b0466,88,66,90,79,73,70,130,132,142
b0467,145,167,229,178,171,162,317,326,392
b0468,146,181,209,241,228,188,87,104,99
b0469,465,571,481,252,227,173,682,976,963
b0470,2420,2922,2933,1854,1928,1339,1443,1771,1903
b0471,614,750,596,450,527,428,178,227,211
b0472,938,1129,950,634,715,654,351,436,519
b0473,2277,2914,5123,3650,4811,4102,1025,1223,1218
b0474,3224,3523,3504,1167,1224,873,913,1121,1238
b0475,244,297,232,412,497,500,920,999,1133
b0476,72,70,101,128,93,129,228,324,325
b0477,818,1109,805,573,504,354,639,745,747
b0478,1812,1999,1631,1553,2012,1622,1635,1783,2088
b0479,250,332,422,285,237,204,364,492,495
b0480,711,877,1031,1200,1253,1156,702,797,776
b0481,119,154,190,112,116,95,108,170,150
b0482,179,259,285,255,250,275,145,174,189
b0483,127,184,431,427,316,436,299,405,384
b0484,3619,4274,3423,4306,5489,4294,4406,5425,5986
b0485,159,242,129,1487,2006,1681,29,41,28
b0486,435,830,381,6457,9040,7129,174,218,221
b0487,481,683,674,1522,1947,1572,927,1099,1046
b0488,646,786,1024,706,892,734,546,650,609
b0489,1006,1562,1399,1361,1702,1691,1006,1207,1051
b0490,87,152,164,116,152,139,63,74,57
b0491,89,119,153,105,147,122,188,198,212
b0492,841,1043,1478,1304,1430,1326,981,1243,1321
b0493,270,304,378,270,309,278,335,416,481
b0494,128,161,222,193,177,169,198,226,211
b0495,394,582,863,280,381,305,1090,1209,1258
b0496,414,590,688,416,649,405,1130,1209,1385
b0497,56,73,80,88,144,108,687,661,857
b0498,5,8,2,3,0,1,7,11,8
b0499,2,2,0,0,0,0,5,12,7
b0501,3,2,2,0,2,0,13,20,15
b0502,41,63,49,32,60,44,36,39,48
b0503,262,274,335,166,167,117,213,260,249
b0504,8,11,20,7,9,7,30,46,46
b0505,22,14,17,25,18,15,90,93,107
b0506,964,1341,1973,2543,3250,3002,1507,1708,1757
b0507,32,48,45,91,89,51,62,56,82
b0508,4,4,1,4,22,7,14,19,22
b0509,11,11,13,10,16,8,39,71,58
b0511,10,5,4,2,4,0,51,107,73
b0512,96,36,18,14,19,23,140,147,165
b0513,29,39,26,43,40,32,48,59,82
b0514,48,39,37,30,57,37,248,293,281
b0515,44,36,51,29,29,32,97,133,117
b0516,35,29,53,18,21,28,76,109,107
b0517,33,10,17,11,8,11,29,46,52
b0518,6,7,5,11,10,8,139,181,173
b0520,6,5,9,12,20,12,52,90,82
b0521,22,31,9,29,24,32,96,114,110
b0522,345,448,391,269,291,262,525,631,611
b0523,247,284,224,73,83,58,189,227,261
b0524,233,264,210,112,129,110,151,223,207
b0525,1590,2356,1902,1156,1254,1112,248,324,340
b0526,995,1109,1079,583,503,418,594,693,757
b0527,28,29,45,22,21,14,321,403,437
b0528,73,85,99,46,71,45,51,63,62
b0529,1975,2495,2651,1148,1178,1088,541,703,666
b0530,5,6,6,5,15,14,34,32,37
b0531,0,0,0,0,0,0,7,24,16
b0532,16,5,30,6,11,9,781,906,955
b0533,0,0,3,0,1,0,75,111,94
b0534,6,1,7,3,5,1,22,31,28
b0535,1,3,4,3,1,3,15,26,21
b0536,16,26,19,6,5,1,48,48,73
b0537,285,299,463,182,178,162,156,206,246
b0539,5,4,6,2,2,1,5,16,14
b0540,0,0,0,0,0,0,0,0,0
b0541,0,0,0,0,0,0,0,0,0
b0542,1,3,5,6,1,3,19,17,18
b0543,35,45,69,26,28,36,54,87,86
b0544,9,3,4,3,4,2,16,37,23
b0545,60,75,110,114,139,106,32,29,32
b0546,98,144,190,98,145,140,157,179,204
b0547,0,2,0,0,1,0,10,30,17
b0548,0,0,0,0,0,0,1,0,0
b0549,0,0,0,0,1,0,12,17,18
b0550,0,1,0,0,0,0,24,27,36
b0551,3,6,17,3,0,9,48,74,72
b0552,0,0,0,0,0,0,0,0,0
b0553,161,222,75,871,1139,1214,142,132,152
b0554,0,1,2,3,0,0,9,19,9
b0555,4,5,6,7,1,2,10,16,11
b0556,0,0,0,0,0,0,5,3,4
b0557,14,20,16,5,16,2,210,283,317
b0558,0,4,2,0,0,0,7,5,13
b0559,6,3,6,3,8,3,50,53,54
b0560,0,0,0,0,0,0,0,0,2
b0561,1,1,1,1,2,1,5,8,4
b0562,18,18,24,13,4,8,52,82,92
b0563,2,3,7,6,6,5,10,12,16
b0564,28,61,83,43,35,38,14,19,17
b0565,174,145,74,118,156,127,259,341,355
b0566,6,22,27,9,13,22,36,35,33
b0567,36,52,49,77,73,62,97,85,78
b0568,285,379,369,403,462,445,656,844,823
b0569,206,258,282,167,217,163,1199,1339,1235
b0570,126,164,185,121,123,69,132,173,203
b0571,206,239,267,155,163,109,287,362,361
b0572,1,7,6,5,6,1,70,87,105
b0573,1,0,0,2,1,3,16,15,15
b0574,3,8,5,9,3,6,152,202,216
b0575,22,65,67,66,65,62,584,636,668
b0576,193,225,251,158,148,149,1957,2345,2355
b0577,387,433,449,267,279,255,1085,1296,1380
b0578,716,738,713,453,444,433,472,594,553
b0579,73,124,151,113,114,128,83,109,115
b0580,100,113,91,75,126,108,62,83,84
b0581,613,1111,771,1670,2154,1854,181,284,236
b0582,0,0,0,0,0,0,0,0,0
b0583,43,50,23,3,22,8,64,72,93
b0584,429,463,254,202,161,110,453,478,620
b0585,33,33,25,66,34,34,90,102,127
b0586,482,671,198,650,413,314,833,857,1013
b0587,2,2,2,1,0,0,28,34,35
b0588,60,107,55,44,38,37,90,73,114
b0589,69,105,54,58,35,42,216,187,246
b0590,76,108,97,110,88,92,431,527,716
b0591,187,202,124,157,101,96,651,778,1040
b0592,110,117,114,128,83,91,200,194,244
b0593,286,429,131,94,67,64,305,302,461
b0594,525,655,136,176,129,88,105,139,155
b0595,558,596,113,238,108,143,66,81,77
b0596,487,527,112,188,122,90,91,128,155
b0597,281,285,91,115,73,76,72,44,60
b0598,5407,7152,2424,8430,10578,7938,6167,8046,6142
b0599,173,207,339,518,375,598,581,643,688
b0600,150,303,333,1189,599,1251,270,297,326
b0601,18,29,23,15,17,8,44,62,44
b0602,3,16,13,5,6,10,24,28,37
b0603,9,8,1,2,4,4,8,18,13
b0604,135,175,167,141,165,132,31,35,43
b0605,5961,8330,6962,24788,26915,28044,2074,2251,2618
b0606,922,1285,1388,4470,4815,4676,1189,1482,1451
b0607,3516,5129,6028,2183,2584,3285,1931,2617,2294
