gene_id,gene,CAZ_2,CAZ_3,CAZ_4,Wu_2,Wu_3,Wu_4
b2245,b2245,14,20,26,33,25,20
b2246,b2246,10,21,21,24,30,21
b2247,b2247,114,167,150,164,157,176
b2248,b2248,12,16,15,38,31,31
b2249,b2249,779,948,982,1011,1032,999
b2250,b2250,38,46,53,36,53,28
b2251,b2251,49,35,48,20,29,21
b2252,b2252,2,5,7,11,9,6
b2253,b2253,43,50,88,79,92,69
b2254,b2254,13,19,17,19,39,11
b2255,b2255,171,237,343,148,222,143
b2256,b2256,43,66,75,49,58,41
b2257,b2257,45,72,50,56,81,53
b2258,b2258,8,10,23,17,14,10
b2259,b2259,226,241,223,419,357,366
b2260,b2260,256,374,373,422,447,422
b2261,b2261,557,831,730,934,864,856
b2262,b2262,538,855,674,846,895,925
b2263,b2263,24,28,26,30,36,29
b2264,b2264,567,615,458,698,572,555
b2265,b2265,618,904,483,687,816,569
b2266,b2266,3863,6107,3349,6886,7922,7883
b2267,b2267,123,197,184,137,181,156
b2268,b2268,310,362,319,178,163,125
b2269,b2269,3,12,5,7,5,5
b2270,b2270,6,17,21,1,12,6
b2271,b2271,1,3,6,0,3,0
b2272,b2272,10,14,36,38,19,19
b2273,b2273,7,9,23,6,4,4
b2274,b2274,3,4,7,1,0,0
b2275,b2275,14,11,39,12,14,6
b2276,b2276,3546,6319,5925,5990,6022,5956
b2277,b2277,2443,3997,3331,3296,3360,3219
b2278,b2278,4560,7237,5851,6211,6221,6207
b2279,b2279,62,122,66,101,131,118
b2280,b2280,907,1467,963,1188,1359,1406
b2281,b2281,714,1242,874,1145,1228,1212
b2282,b2282,1721,2912,2127,2994,3027,3013
b2283,b2283,5877,9497,6613,8794,9021,9174
b2284,b2284,2908,4081,2547,3571,3821,3753
b2285,b2285,918,1334,839,1264,1199,1187
b2286,b2286,4527,5528,3693,4511,4383,4063
b2287,b2287,2983,3850,3089,2411,2449,2140
b2288,b2288,2837,3431,3162,2262,1935,1783
b2289,b2289,770,764,773,484,455,430
b2290,b2290,498,578,635,806,776,833
b2291,b2291,304,438,346,306,304,357
b2292,b2292,2314,3392,4991,1929,1321,1752
b2293,b2293,568,722,831,806,858,828
b2294,b2294,395,529,540,402,417,398
b2295,b2295,1051,1454,1748,1357,1856,1510
b2296,b2296,3150,3911,5897,3457,2842,2898
b2297,b2297,2981,3715,5342,3423,3245,3523
b2298,b2298,21,21,40,29,37,31
b2299,b2299,704,871,782,458,566,531
b2300,b2300,665,824,919,455,527,490
b2301,b2301,327,458,377,446,488,346
b2302,b2302,141,212,166,282,285,230
b2303,b2303,293,383,363,280,274,246
b2304,b2304,1090,1270,1349,1986,1739,1906
b2305,b2305,33,34,59,22,28,29
b2306,b2306,164,191,47,82,116,59
b2307,b2307,87,126,20,44,86,41
b2308,b2308,218,306,58,110,196,127
b2309,b2309,1329,1794,431,688,989,712
b2310,b2310,1584,2089,447,689,904,601
b2311,b2311,147,189,154,95,98,91
b2312,b2312,1247,1554,999,728,803,610
b2313,b2313,1074,1364,1094,415,499,377
b2314,b2314,832,1051,1138,978,1061,1013
b2315,b2315,399,517,396,374,363,248
b2316,b2316,3201,3927,3673,1990,2000,1595
b2317,b2317,374,624,512,404,351,387
b2318,b2318,314,418,466,462,359,430
b2319,b2319,415,523,460,483,481,463
b2320,b2320,965,1242,1361,1016,1103,1003
b2321,b2321,721,888,757,223,230,224
b2322,b2322,49,65,56,47,50,40
b2323,b2323,3905,4975,6767,6388,5239,5442
b2324,b2324,484,619,568,495,505,396
b2325,b2325,182,237,144,156,142,175
b2326,b2326,227,298,238,196,177,220
b2327,b2327,247,233,165,228,255,187
b2328,b2328,287,311,166,241,230,186
b2329,b2329,971,1033,825,776,790,693
b2330,b2330,982,1113,1054,401,377,327
b2331,b2331,782,1053,1218,772,849,795
b2332,b2332,202,277,471,198,224,185
b2333,b2333,4,5,8,5,3,5
b2334,b2334,0,3,3,3,4,3
b2335,b2335,2,5,2,6,1,4
b2336,b2336,5,6,4,3,4,1
b2339,b2339,1,1,2,0,1,0
b2340,b2340,918,1167,1719,1248,1748,1453
b2341,b2341,1889,2640,2280,1902,2183,1709
b2342,b2342,1119,1439,1201,788,1121,750
b2343,b2343,5390,6829,10549,3938,4579,5278
b2344,b2344,2770,3833,1165,1528,2281,1624
b2345,b2345,6,5,8,6,11,4
b2346,b2346,1762,2240,2190,1247,1471,1166
b2347,b2347,85,136,104,351,275,297
b2348,b2348,0,2,4,0,0,0
b2349,b2349,36,42,51,14,16,15
b2350,b2350,97,133,144,41,40,29
b2351,b2351,217,261,277,89,118,70
b2352,b2352,168,201,145,76,91,67
b2353,b2353,12,27,15,23,59,23
b2354,b2354,5,6,9,3,4,1
b2355,b2355,1,0,1,1,0,1
b2356,b2356,0,0,0,0,0,0
b2357,b2357,0,0,1,0,0,0
b2358,b2358,0,1,4,0,0,1
b2359,b2359,7,4,10,6,7,8
b2360,b2360,3,11,5,4,14,8
b2361,b2361,1,1,0,0,0,0
b2362,b2362,0,0,0,0,0,0
b2363,b2363,1,0,0,0,1,0
b2364,b2364,23,30,38,67,54,65
b2365,b2365,15,36,32,52,35,80
b2366,b2366,69,106,156,133,84,151
b2367,b2367,3,3,4,3,3,2
b2368,b2368,3,9,7,0,8,3
b2369,b2369,644,733,663,353,553,410
b2370,b2370,829,1039,729,393,640,359
b2371,b2371,4,13,15,8,31,11
b2372,b2372,2,0,7,1,3,1
b2373,b2373,7,4,6,4,10,6
b2374,b2374,4,7,7,4,5,5
b2375,b2375,5,5,3,3,3,0
b2376,b2376,1,3,0,0,0,0
b2377,b2377,151,273,245,328,458,417
b2378,b2378,1408,1711,2094,2239,3520,2555
b2379,b2379,1255,1306,728,282,352,278
b2380,b2380,342,390,439,712,815,638
b2381,b2381,147,196,268,336,364,312
b2382,b2382,147,184,242,218,212,215
b2383,b2383,48,75,70,72,73,61
b2384,b2384,3,6,16,16,16,14
b2385,b2385,15,14,14,21,20,19
b2386,b2386,8,10,21,17,15,14
b2387,b2387,7,4,4,4,3,4
b2388,b2388,813,962,1212,1241,1197,1138
b2389,b2389,114,143,132,199,264,214
b2390,b2390,2551,2808,4434,3377,1884,3232
b2392,b2392,453,540,528,608,1033,647
b2393,b2393,637,797,863,400,458,366
b2394,b2394,0,0,0,0,0,0
b2395,b2395,314,401,441,184,210,171
b2396,b2396,12,8,6,0,1,0
b2397,b2397,2,0,0,0,0,1
b2398,b2398,321,347,500,257,256,285
b2399,b2399,183,232,345,105,102,85
b2400,b2400,3465,4091,3295,2311,2284,1943
b2401,b2401,0,0,1,0,0,3
b2402,b2402,41,42,49,7,7,6
b2403,b2403,0,0,0,0,0,0
b2404,b2404,0,0,0,0,0,0
b2405,b2405,120,120,143,92,124,121
b2406,b2406,103,170,199,116,123,104
b2407,b2407,10,4,2,9,8,10
b2408,b2408,18,22,25,12,29,12
b2409,b2409,39,58,54,46,63,38
b2410,b2410,568,731,875,1223,1202,1340
b2411,b2411,419,606,452,795,1085,789
b2412,b2412,1525,1887,2143,2079,2150,1882
b2413,b2413,461,664,735,315,259,210
b2414,b2414,1062,1259,3143,13538,6629,10321
b2415,b2415,2614,3376,2337,2818,3324,3011
b2416,b2416,7531,10192,7390,10377,12185,11361
b2417,b2417,8036,10583,8146,8050,10132,9718
b2418,b2418,168,164,184,137,179,189
b2419,b2419,34,49,69,28,27,23
b2420,b2420,72,81,95,20,30,20
b2421,b2421,233,248,375,1020,1263,922
b2422,b2422,62,74,742,4343,3745,3398
b2423,b2423,28,20,430,2094,1668,1708
b2424,b2424,8,14,308,1480,993,1251
b2425,b2425,53,60,579,3518,2067,3696
b2426,b2426,3296,3329,4456,6543,4781,6002
b2427,b2427,35,44,62,97,66,56
b2428,b2428,46,53,61,96,95,89
b2429,b2429,40,43,50,95,100,94
b2430,b2430,49,79,52,111,107,136
b2431,b2431,1958,2375,2863,2437,2119,2142
b2432,b2432,269,316,364,171,205,174
b2433,b2433,14,17,33,41,62,34
b2434,b2434,78,64,73,118,123,117
b2435,b2435,829,1052,1216,456,493,462
b2436,b2436,405,478,508,271,319,239
b2437,b2437,97,151,103,202,212,253
b2438,b2438,96,153,65,176,187,198
b2439,b2439,82,127,36,163,164,163
b2440,b2440,127,163,124,306,313,363
b2441,b2441,136,181,72,259,345,310
b2442,b2442,188,231,329,404,505,310
b2443,b2443,41,64,71,43,62,66
b2444,b2444,6,4,5,1,1,8
b2445,b2445,6,1,4,0,2,1
b2446,b2446,0,1,4,5,6,5
b2447,b2447,8,11,16,13,31,15
b2448,b2448,1,6,7,2,5,4
b2449,b2449,40,59,35,108,147,173
b2450,b2450,144,197,159,176,184,162
b2451,b2451,92,116,45,50,66,45
b2452,b2452,79,99,49,45,60,37
b2453,b2453,92,101,41,42,37,46
b2454,b2454,82,71,22,27,13,12
b2455,b2455,188,216,63,47,41,50
b2456,b2456,29,26,15,4,5,9
b2457,b2457,197,243,78,53,54,67
b2458,b2458,81,101,21,42,43,43
b2459,b2459,87,89,31,41,41,30
b2460,b2460,60,50,9,17,26,32
b2461,b2461,30,29,7,10,16,7
b2462,b2462,34,26,15,7,6,12
b2463,b2463,6289,7480,3711,3832,4378,3904
b2464,b2464,1244,2162,896,3649,5896,5131
b2465,b2465,2974,5319,2209,11371,16118,14375
b2466,b2466,1205,1539,1788,1598,1041,1293
b2467,b2467,472,544,569,344,339,316
b2468,b2468,108,142,164,131,110,128
b2469,b2469,373,418,493,324,413,282
b2470,b2470,193,235,261,167,275,158
b2471,b2471,79,85,97,52,67,51
b2472,b2472,254,291,252,242,254,205
b2473,b2473,329,508,456,616,790,685
b2474,b2474,384,560,452,605,745,508
b2475,b2475,568,783,671,1148,1382,1135
b2476,b2476,918,969,1042,597,741,597
b2477,b2477,2451,3031,3162,2120,2368,1950
b2478,b2478,3218,3861,4965,2882,2740,2698
b2479,b2479,445,634,648,546,527,510
b2480,b2480,574,776,661,477,360,316
b2481,b2481,1,0,6,1,1,1
b2482,b2482,21,25,31,27,28,11
b2483,b2483,2,0,3,2,2,3
b2484,b2484,11,10,7,9,11,2
b2485,b2485,1,2,3,1,5,2
b2486,b2486,26,43,45,60,53,47
b2487,b2487,21,47,34,67,60,50
b2488,b2488,6,9,7,9,12,8
b2489,b2489,14,19,21,17,15,16
b2490,b2490,3,7,5,6,12,6
b2491,b2491,32,34,35,30,34,28
b2492,b2492,20,24,46,27,37,20
b2493,b2493,477,498,697,505,562,425
b2494,b2494,776,848,969,659,803,691
b2495,b2495,473,640,480,301,387,297
b2496,b2496,751,803,637,417,354,324
b2497,b2497,595,568,235,36,34,40
b2498,b2498,3415,3446,1693,484,419,424
b2499,b2499,1441,1701,1234,329,416,246
b2500,b2500,300,360,346,175,201,150
b2501,b2501,1817,2267,2567,2177,2349,2364
b2502,b2502,1048,1341,1100,1376,1538,1314
b2503,b2503,46,64,93,27,23,32
b2504,b2504,145,201,142,257,292,342
b2505,b2505,6,6,10,4,2,3
b2506,b2506,22,35,45,9,33,14
b2507,b2507,4265,5286,4185,3279,4099,3330
b2508,b2508,2519,3096,2632,1182,1595,1127
b2509,b2509,1563,1989,1932,2082,2181,1594
b2510,b2510,76,144,116,154,212,128
b2511,b2511,959,1460,1168,1424,2005,1463
b2512,b2512,2207,2926,2187,2899,4130,3161
b2513,b2513,936,1100,1011,978,1231,998
b2514,b2514,2920,3548,3410,3000,3630,2894
b2515,b2515,2355,3006,3006,3628,4161,3688
b2516,b2516,2238,2636,3369,2722,2982,2633
b2517,b2517,1382,1910,1780,882,764,567
b2518,b2518,1444,1734,786,447,417,301
b2519,b2519,266,319,445,226,216,210
b2520,b2520,4460,6053,8627,6046,6611,5926
b2521,b2521,3115,3771,3518,4946,3800,4817
b2522,b2522,1459,1790,419,325,388,261
b2523,b2523,5120,6126,1527,1448,1425,1278
b2524,b2524,337,495,164,158,177,197
b2525,b2525,240,456,102,144,194,141
b2526,b2526,1681,2405,1003,1082,1469,1084
b2527,b2527,279,335,156,127,206,140
b2528,b2528,1694,2303,865,714,877,646
b2529,b2529,1305,1942,564,432,705,592
b2530,b2530,4800,6797,2948,1789,2827,2312
b2531,b2531,1107,1769,1602,684,1143,956
b2532,b2532,2505,3291,5616,3107,3211,3119
b2533,b2533,1179,1361,1251,198,123,136
b2534,b2534,11,14,18,0,4,5
b2535,b2535,1905,3262,2124,7722,7399,7943
b2536,b2536,352,445,398,287,268,210
b2537,b2537,322,346,120,167,252,145
b2538,b2538,147,227,279,165,218,140
b2539,b2539,11,31,15,11,26,10
b2540,b2540,2,7,4,6,6,1
b2541,b2541,41,50,39,36,47,38
b2542,b2542,44,66,38,59,66,45
b2543,b2543,90,129,92,160,225,164
b2544,b2544,42,47,52,60,89,71
b2545,b2545,51,80,56,94,98,70
b2546,b2546,9,11,14,17,25,24
b2547,b2547,11,22,5,29,39,45
b2548,b2548,12,5,12,17,24,21
b2549,b2549,29,49,70,85,120,97
b2550,b2550,203,188,316,123,120,125
b2551,b2551,14515,17163,11358,6359,4928,4687
b2552,b2552,322,350,4129,514,242,3864
b2553,b2553,682,842,817,594,605,498
b2554,b2554,172,192,147,164,223,186
b2555,b2555,131,159,172,95,117,75
b2556,b2556,222,338,378,196,224,212
b2557,b2557,2337,2891,2307,4318,5255,4301
b2558,b2558,123,135,106,74,85,52
b2559,b2559,230,233,278,127,176,109
b2560,b2560,289,392,489,372,502,325
b2561,b2561,119,136,163,40,53,45
b2562,b2562,59,75,78,11,5,12
b2563,b2563,72,68,67,38,38,51
b2564,b2564,522,554,551,487,479,410
b2565,b2565,133,197,183,100,113,94
b2566,b2566,860,1042,1048,556,681,453
b2567,b2567,713,837,967,377,550,337
b2568,b2568,1242,1658,1269,1783,1892,1568
b2569,b2569,2726,3246,2919,2198,2313,1764
b2570,b2570,429,523,549,337,374,277
b2571,b2571,1476,1914,2443,1114,1355,1007
b2572,b2572,4062,5390,8305,4088,5383,4396
b2573,b2573,2825,3438,5386,2326,3281,2749
b2574,b2574,198,232,372,66,70,66
b2575,b2575,285,354,290,140,131,106
b2576,b2576,1347,1523,1434,732,651,545
b2577,b2577,184,192,377,152,140,122
b2578,b2578,33,42,54,44,98,68
b2579,b2579,21866,24945,38663,19428,25287,26716
b2580,b2580,259,313,264,274,289,295
b2581,b2581,1789,2359,2097,1104,917,855
b2582,b2582,390,503,352,182,268,271
b2583,b2583,82,108,84,49,38,50
b2584,b2584,4694,5455,6384,10260,7307,9011
b2585,b2585,1770,2395,2731,2188,1886,1834
b2586,b2586,42,53,88,38,50,49
b2587,b2587,6090,7255,6343,3511,5713,3527
b2588,b2588,0,0,0,0,0,0
b2589,b2589,1,0,0,0,0,0
b2590,b2590,0,2,4,0,0,0
b2591,b2591,0,0,1,0,0,0
b2592,b2592,2932,4152,7788,8079,11760,9636
b2593,b2593,314,351,363,353,445,286
b2594,b2594,684,890,946,472,604,438
b2595,b2595,2500,3155,3357,1821,1947,1580
b2597,b2597,32944,44649,39938,25902,24478,31852
b2598,b2598,6,5,12,14,7,4
b2599,b2599,323,556,367,831,1027,1051
b2600,b2600,254,354,505,303,415,304
b2601,b2601,282,434,652,318,414,314
b2602,b2602,30,41,25,45,85,54
b2603,b2603,143,200,273,86,87,48
b2604,b2604,161,192,207,88,129,74
b2605,b2605,207,215,186,72,64,60
b2606,b2606,3567,5322,4586,4610,5559,5487
b2607,b2607,8559,11588,10051,9951,10529,9686
b2608,b2608,5058,7293,6276,5632,6008,5463
b2609,b2609,2174,3162,2858,2588,2758,2419
b2610,b2610,6333,8217,8856,6789,7482,7096
b2611,b2611,241,429,410,237,216,181
b2614,b2614,1670,2044,2856,1724,1871,1637
b2615,b2615,591,822,647,500,442,446
b2616,b2616,3657,5386,3526,269,365,300
b2617,b2617,1475,2036,2080,949,937,961
b2618,b2618,77,75,64,44,66,47
b2619,b2619,402,468,435,271,258,267
b2620,b2620,1447,1723,1865,1169,1294,1386
b2621,b2621,734174,960539,1025691,784500,1103266,858749
b2622,b2622,351,478,527,504,523,557
b2623,b2623,44,40,80,12,11,9
b2624,b2624,2,4,1,2,2,5
b2625,b2625,3,9,3,3,2,3
b2626,b2626,4,1,5,0,4,2
b2627,b2627,320,407,367,397,494,443
b2628,b2628,380,549,648,355,384,310
b2629,b2629,13,9,8,2,5,5
b2630,b2630,722,935,917,514,826,570
b2631,b2631,120,155,158,72,130,128
b2632,b2632,20,18,13,20,37,36
b2633,b2633,9,9,2,4,8,7
b2634,b2634,2,2,3,1,2,5
b2635,b2635,0,0,0,0,0,0
b2636,b2636,1,0,0,1,0,0
b2637,b2637,10,13,11,11,19,10
b2638,b2638,6,6,5,5,2,1
b2641,b2641,93,80,103,62,67,35
b2642,b2642,196,261,307,197,236,158
b2643,b2643,0,0,0,0,0,1
b2644,b2644,0,0,0,0,0,0
b2645,b2645,0,0,1,0,0,0
b2646,b2646,3,3,2,1,0,2
b2647,b2647,51,84,96,50,115,81
b2648,b2648,1,0,2,0,0,0
b2650,b2650,3,0,1,2,1,1
b2652,b2652,0,0,1,0,1,0
b2659,b2659,495,510,296,1471,457,1921
b2660,b2660,513,568,268,1918,834,2392
b2661,b2661,1252,1452,683,4931,2356,6210
b2662,b2662,2011,2018,1730,7661,3105,9519
b2663,b2663,415,368,254,1181,438,1423
b2664,b2664,207,224,257,536,295,768
b2665,b2665,3112,4814,3225,7576,12276,10613
b2666,b2666,94,113,74,59,140,93
b2667,b2667,403,368,157,6,16,11
b2668,b2668,1915,1774,765,38,57,37
b2669,b2669,26,30,7,0,10,1
b2670,b2670,1145,1382,2115,1355,1298,1776
b2671,b2671,410,447,538,102,129,79
b2672,b2672,807,1208,771,1673,2256,1971
b2673,b2673,7,6,11,26,18,19
b2674,b2674,2,2,7,25,21,7
b2675,b2675,32,61,50,272,162,157
b2676,b2676,21,10,11,59,55,24
b2677,b2677,28,40,36,31,69,25
b2678,b2678,34,60,20,50,59,25
b2679,b2679,64,60,42,41,54,47
b2681,b2681,103,154,111,55,59,38
b2682,b2682,344,442,565,305,420,347
b2683,b2683,46,32,50,33,40,37
b2684,b2684,764,975,1066,288,311,268
b2685,b2685,477,531,773,137,187,104
b2686,b2686,391,336,420,198,228,193
b2687,b2687,1865,2700,1656,2312,3458,2799
b2688,b2688,1412,1797,1507,2043,2625,2207
b2689,b2689,200,258,228,182,222,158
b2690,b2690,420,510,668,355,315,306
b2691,b2691,2,5,1,0,1,0
b2692,b2692,5,12,7,0,3,5
b2693,b2693,26,30,26,10,6,0
b2694,b2694,1,4,1,0,3,2
b2695,b2695,16,50,56,13,13,6
b2696,b2696,4700,6269,5829,6098,10068,7650
b2697,b2697,4729,5599,5644,6391,7460,6296
b2698,b2698,151,259,244,58,59,62
b2699,b2699,19356,27381,19301,4953,4985,5109
b2700,b2700,225,289,253,115,97,87
b2701,b2701,378,519,396,234,272,187
b2702,b2702,13,9,26,25,20,25
b2703,b2703,21,31,19,35,32,40
b2704,b2704,6,1,2,19,11,10
b2705,b2705,50,52,50,82,77,93
b2706,b2706,11,17,19,18,12,24
b2707,b2707,124,112,145,175,124,172
b2708,b2708,125,143,175,269,208,275
b2709,b2709,65,86,89,244,133,169
b2710,b2710,72,94,85,49,57,50
b2711,b2711,27,55,48,21,41,17
b2712,b2712,169,235,139,204,205,239
b2713,b2713,22,39,39,18,16,7
b2714,b2714,171,188,185,138,118,109
b2715,b2715,79,107,125,96,94,79
b2716,b2716,103,151,143,149,151,137
b2717,b2717,282,358,501,284,239,255
b2718,b2718,10,12,15,19,18,22
b2719,b2719,10,10,14,36,22,19
b2720,b2720,6,3,5,3,12,4
b2721,b2721,20,14,9,17,33,22
b2722,b2722,6,2,1,8,5,9
b2723,b2723,5,15,14,20,13,12
b2724,b2724,2,2,4,3,3,6
b2725,b2725,2,1,0,1,1,0
b2726,b2726,3,5,10,4,5,7
b2727,b2727,361,375,572,558,284,423
b2728,b2728,14,5,14,20,10,9
b2729,b2729,342,313,529,542,296,398
b2730,b2730,196,213,515,406,377,393
b2731,b2731,269,383,368,436,534,406
b2732,b2732,26,63,440,104,44,410
b2733,b2733,850,1024,878,874,759,718
b2734,b2734,24,11,10,4,6,3
b2735,b2735,256,309,366,364,359,384
b2736,b2736,20,17,19,26,36,28
b2737,b2737,31,30,20,39,68,63
b2738,b2738,11,15,21,26,38,36
b2739,b2739,24,40,30,25,36,25
b2740,b2740,31,36,52,39,53,35
b2741,b2741,10362,15490,13147,12400,16796,14951
b2742,b2742,4522,5268,5009,3983,5392,3942
b2743,b2743,415,471,465,426,479,455
b2744,b2744,309,385,244,279,365,328
b2745,b2745,533,595,428,420,534,409
b2746,b2746,104,130,98,78,106,87
b2747,b2747,211,252,227,100,152,94
b2748,b2748,363,432,446,202,242,211
b2749,b2749,148,215,184,135,195,171
b2750,b2750,5,7,42,235,149,146
b2751,b2751,80,90,252,1797,1224,1502
b2752,b2752,17,17,131,1073,458,829
b2753,b2753,167,169,272,100,89,79
b2754,b2754,22,27,22,21,12,8
b2755,b2755,23,31,32,19,32,28
b2756,b2756,5,11,17,6,6,7
b2757,b2757,8,17,20,5,9,4
b2758,b2758,8,20,19,7,15,13
b2759,b2759,1,0,6,4,4,2
b2760,b2760,6,8,5,3,6,2
b2761,b2761,67,65,172,152,130,150
b2762,b2762,35,49,739,1493,1343,1314
b2763,b2763,49,59,1382,4905,3285,3831
b2764,b2764,80,111,1367,5569,2638,4424
b2765,b2765,250,321,268,33,47,26
b2766,b2766,207,199,277,241,138,156
b2767,b2767,3,1,0,4,1,1
b2768,b2768,58,55,70,43,34,36
b2769,b2769,19,17,19,39,27,15
b2770,b2770,16,12,10,15,12,18
b2771,b2771,3,11,4,18,9,11
b2774,b2774,3,4,0,2,0,4
b2775,b2775,5,6,4,4,3,2
b2776,b2776,20,34,25,29,24,27
b2777,b2777,348,473,513,502,698,551
b2778,b2778,2,2,2,2,3,0
b2779,b2779,9531,14387,12642,19265,24048,22267
b2780,b2780,3387,4913,4732,5345,6789,5927
b2781,b2781,425,591,622,512,700,509
b2782,b2782,32,49,49,55,43,39
b2783,b2783,17,21,21,26,42,30
b2784,b2784,1167,1414,1966,1554,1484,1424
b2785,b2785,687,888,1215,861,843,744
b2786,b2786,392,488,545,304,364,245
b2787,b2787,89,108,55,89,127,134
b2788,b2788,40,50,53,43,37,38
b2789,b2789,61,77,46,41,69,34
b2790,b2790,422,655,714,583,551,646
b2791,b2791,190,221,207,106,132,84
b2792,b2792,31,33,40,14,23,15
b2793,b2793,186,238,265,150,151,114
b2794,b2794,609,713,777,424,507,427
b2795,b2795,3164,4222,3400,5724,4785,5493
b2796,b2796,894,1298,1441,1307,1188,1057
b2797,b2797,358,526,519,776,752,705
b2798,b2798,181,205,180,217,164,145
b2799,b2799,283,339,249,438,374,457
b2800,b2800,36,36,51,40,49,40
b2801,b2801,69,66,81,44,49,42
b2802,b2802,260,274,400,271,198,191
b2803,b2803,84,82,113,63,68,55
b2804,b2804,46,50,64,76,48,58
b2805,b2805,550,699,769,705,582,535
b2806,b2806,224,272,249,267,334,275
b2807,b2807,36,39,44,55,71,50
b2808,b2808,111,134,114,134,173,176
b2809,b2809,339,386,283,686,786,720
b2810,b2810,764,1019,1111,954,1005,895
b2811,b2811,359,367,395,409,471,399
b2812,b2812,236,284,304,191,212,181
b2813,b2813,493,608,604,414,436,307
b2814,b2814,11,15,19,38,22,22
b2815,b2815,0,0,0,0,0,0
b2816,b2816,1,1,3,0,0,0
b2817,b2817,357,445,572,261,345,265
b2818,b2818,96,112,136,128,123,90
b2819,b2819,811,1269,872,934,1036,985
b2820,b2820,1495,2024,1527,1683,1816,1547
b2821,b2821,922,1216,1126,869,1112,786
b2822,b2822,987,1277,1076,1241,1231,1114
b2823,b2823,40,59,59,52,82,42
b2824,b2824,32,47,48,55,41,43
b2825,b2825,86,91,75,108,77,71
b2826,b2826,56,74,55,91,40,46
b2827,b2827,634,722,663,421,427,395
b2828,b2828,348,461,421,280,294,209
b2829,b2829,3360,3844,5161,2311,2198,2178
b2830,b2830,2159,2741,3064,2065,2199,2119
b2831,b2831,203,261,277,200,263,193
b2832,b2832,186,248,240,168,154,85
b2833,b2833,544,624,765,607,674,723
b2834,b2834,918,1213,1282,1099,1151,1232
b2835,b2835,295,412,409,380,451,311
b2836,b2836,597,796,694,602,707,502
b2837,b2837,594,739,1029,825,774,857
b2838,b2838,308,295,62,99,80,104
b2839,b2839,83,79,104,66,82,72
b2840,b2840,148,176,193,153,162,157
b2841,b2841,130,147,195,119,157,137
b2842,b2842,46,47,55,29,55,53
b2843,b2843,22,47,40,14,11,14
b2844,b2844,757,744,751,542,560,387
b2845,b2845,204,256,289,135,147,136
b2846,b2846,3,4,4,4,7,4
b2847,b2847,35,38,74,38,23,30
b2848,b2848,4,1,4,3,4,4
b2849,b2849,0,0,0,0,0,0
b2850,b2850,0,0,0,0,0,0
b2851,b2851,1,0,0,0,1,0
b2852,b2852,1,1,3,0,2,4
b2853,b2853,0,1,0,0,4,1
b2854,b2854,1,1,2,0,0,0
b2856,b2856,0,0,0,1,0,4
b2858,b2858,5,1,4,0,0,0
b2859,b2859,1,0,1,1,1,1
b2860,b2860,0,0,0,0,0,0
b2861,b2861,0,0,0,0,0,0
b2863,b2863,35,45,63,18,33,13
b2864,b2864,0,2,0,0,1,0
b2865,b2865,372,428,590,287,296,299
b2866,b2866,725,762,232,143,153,141
b2867,b2867,95,139,43,23,49,25
b2868,b2868,128,136,59,28,36,29
b2869,b2869,3012,3153,3249,3571,2616,2854
b2870,b2870,1773,1821,192,36,31,29
b2871,b2871,1042,1125,160,28,23,21
b2872,b2872,2825,3154,647,39,38,40
b2873,b2873,226,188,64,10,12,14
b2874,b2874,439,509,234,109,115,100
b2875,b2875,708,805,503,412,290,350
b2876,b2876,430,488,437,328,176,216
b2877,b2877,321,381,406,493,404,305
b2878,b2878,2146,2050,542,194,133,136
b2879,b2879,446,442,222,33,37,34
b2880,b2880,299,370,192,11,22,18
b2881,b2881,1810,2389,1841,137,129,98
b2882,b2882,104,148,94,14,11,20
b2883,b2883,112,185,95,36,63,34
b2886,b2886,14,20,11,27,8,12
b2887,b2887,137,97,46,20,25,25
b2888,b2888,90,98,21,2,6,2
b2889,b2889,353,401,383,287,381,325
b2890,b2890,2351,2868,2769,2369,2539,2289
b2891,b2891,1925,2553,2785,1553,1473,1283
b2892,b2892,815,1004,927,987,1147,884
b2893,b2893,452,553,509,417,513,411
b2894,b2894,565,635,785,599,646,521
b2895,b2895,752,892,1008,679,737,732
b2896,b2896,572,567,740,533,458,469
b2897,b2897,598,646,795,766,753,667
b2898,b2898,1684,2149,1900,3246,2782,2978
b2899,b2899,5194,7256,12035,7159,7265,6868
b2900,b2900,164,226,216,149,165,167
b2901,b2901,1116,1383,1743,1255,1205,1362
b2902,b2902,159,160,171,236,204,216
b2903,b2903,5689,7162,6265,11144,13123,12187
b2904,b2904,1541,1988,1916,2015,2370,2323
b2905,b2905,3986,5028,6399,3664,4980,3709
b2906,b2906,1015,1341,1505,948,1017,964
b2907,b2907,1427,1807,2169,1898,1919,1800
b2908,b2908,2834,3538,3660,3638,3758,3808
b2909,b2909,1143,1496,1712,1366,1465,1407
b2910,b2910,1141,1415,1753,1205,1542,1436
b2911,b2911,2807,3565,2930,3679,5946,3960
b2912,b2912,381,513,650,424,488,509
b2913,b2913,529,560,579,578,626,572
b2914,b2914,1375,1655,1405,1508,1429,1479
b2915,b2915,11,2,28,14,11,14
b2916,b2916,449,638,695,631,636,661
b2917,b2917,11,39,44,25,33,31
b2918,b2918,12,16,16,18,22,7
b2919,b2919,9,10,10,12,12,15
b2920,b2920,27,35,34,25,34,24
b2921,b2921,28,27,27,28,22,23
b2922,b2922,1721,1988,2284,1250,1266,1282
